# mode: 0
# n_modes: 20
# index_normalization:   4.74323422e+00
# eofs_start_date: 19790101
# eofs_end_date: 20011201
# loading_pattern_input_file: nnr1.skt.sfc.gauss.19480101_20191231.anom.month.19790101_20011230.nc
# anomalies_input_file: nnr1.skt.sfc.gauss.19480101_20191231.anom.month.19790101_20011230.nc
# base_period_start: 19790101
# base_period_end: 20011230
# calendar: proleptic_gregorian
date,iod_index
2003-05-01,  1.00489842e+00
2003-06-01,  2.45714775e+00
2003-07-01,  1.60067074e+00
2003-08-01,  1.64813596e+00
2003-09-01,  8.45603555e-01
2003-10-01,  3.99480160e-01
2003-11-01,  3.34280354e-01
2003-12-01,  5.25841379e-01
2004-01-01,  6.90500151e-01
2004-02-01,  5.90925578e-01
2004-03-01,  4.96198452e-01
2004-04-01,  4.72507893e-01
2004-05-01, -8.50005136e-02
2004-06-01, -1.55732918e-01
2004-07-01, -5.65615377e-01
2004-08-01, -5.33667486e-01
2004-09-01, -1.14228526e-01
2004-10-01,  3.54080157e-02
2004-11-01,  2.52924525e-01
2004-12-01,  1.96127959e-01
2005-01-01,  2.27909517e-01
2005-02-01, -3.02900098e-01
2005-03-01,  1.18884752e-01
2005-04-01,  7.77592117e-01
2005-05-01,  1.36746128e+00
2005-06-01,  1.10379504e+00
2005-07-01,  2.38419475e-02
2005-08-01,  2.07049350e-02
2005-09-01, -4.68514084e-01
2005-10-01, -5.42472097e-01
2005-11-01, -3.52442246e-01
2005-12-01, -5.03708744e-01
2006-01-01, -4.52535840e-01
2006-02-01, -4.35922131e-01
2006-03-01, -6.75889966e-01
2006-04-01,  2.86980827e-02
2006-05-01,  5.90042835e-01
2006-06-01,  5.56228460e-01
2006-07-01,  4.58625149e-01
2006-08-01,  8.24752788e-01
2006-09-01,  1.60592485e+00
2006-10-01,  1.90131681e+00
2006-11-01,  2.17273441e+00
2006-12-01,  1.52038026e+00
2007-01-01,  8.27443888e-01
2007-02-01,  5.98160344e-01
2007-03-01,  2.81728304e-01
2007-04-01,  4.98016122e-01
2007-05-01,  1.10623413e+00
2007-06-01,  1.97456693e+00
2007-07-01,  8.46675272e-01
2007-08-01,  1.11934106e+00
2007-09-01,  1.32307708e+00
2007-10-01,  8.20257399e-01
2007-11-01,  2.61510001e-01
2007-12-01, -4.84128558e-01
2008-01-01,  1.87852745e-01
2008-02-01, -1.12995924e+00
2008-03-01, -1.53975364e+00
2008-04-01, -1.11294707e+00
