# mode: 0
# n_modes: 20
# index_normalization:   4.74323422e+00
# eofs_start_date: 19790101
# eofs_end_date: 20011201
# loading_pattern_input_file: nnr1.skt.sfc.gauss.19480101_20191231.anom.month.19790101_20011230.nc
# anomalies_input_file: nnr1.skt.sfc.gauss.19480101_20191231.anom.month.19790101_20011230.nc
# base_period_start: 19790101
# base_period_end: 20011230
# calendar: proleptic_gregorian
date,iod_index
2010-06-01,  1.43808999e+00
2010-07-01,  1.10119287e+00
2010-08-01,  6.72623115e-01
2010-09-01, -4.50655019e-01
2010-10-01, -8.45417502e-01
2010-11-01, -4.08925563e-01
2010-12-01, -4.20515668e-01
2011-01-01, -4.85305797e-01
2011-02-01, -5.26618777e-01
2011-03-01, -3.38453888e-01
2011-04-01, -3.10174085e-01
2011-05-01, -5.21163368e-02
2011-06-01,  7.48730769e-01
2011-07-01,  1.00701569e+00
2011-08-01,  1.26349589e+00
2011-09-01,  1.10031905e+00
2011-10-01,  1.45743960e+00
2011-11-01,  1.37431372e+00
2011-12-01,  1.20386433e+00
2012-01-01,  8.98063362e-01
2012-02-01,  4.43270436e-01
2012-03-01, -3.95161387e-01
2012-04-01,  2.21377089e-01
2012-05-01,  5.49680073e-01
2012-06-01,  7.04898731e-01
2012-07-01,  6.51419317e-01
2012-08-01,  2.05632400e+00
2012-09-01,  1.55232139e+00
2012-10-01,  1.13467866e+00
2012-11-01,  1.28098773e+00
2012-12-01,  1.56124511e+00
2013-01-01,  8.56449593e-01
2013-02-01,  2.71615776e-01
2013-03-01,  8.13410644e-01
2013-04-01,  3.93937091e-01
2013-05-01, -2.90356239e-01
2013-06-01, -5.95371339e-01
2013-07-01, -4.91450076e-01
2013-08-01, -2.12542957e-02
2013-09-01,  2.12777743e-01
2013-10-01,  4.36171307e-01
2013-11-01,  1.35767549e+00
2013-12-01,  9.71639798e-01
2014-01-01,  4.16570737e-01
2014-02-01,  2.87710576e-02
2014-03-01, -4.60753205e-01
2014-04-01,  6.03491115e-01
2014-05-01,  1.18460777e+00
2014-06-01,  1.47302008e+00
2014-07-01,  5.48297623e-01
2014-08-01,  2.33221012e-01
2014-09-01,  3.11591734e-01
2014-10-01,  1.37183512e+00
2014-11-01,  1.59336385e+00
2014-12-01,  1.47064611e+00
2015-01-01,  7.54943595e-01
2015-02-01, -5.69204657e-01
2015-03-01,  5.65223828e-01
2015-04-01,  1.23220069e+00
2015-05-01,  2.23686211e+00
2015-06-01,  2.71502075e+00
2015-07-01,  2.39963316e+00
2015-08-01,  2.82378676e+00
2015-09-01,  3.10240044e+00
2015-10-01,  3.05181023e+00
2015-11-01,  2.63224497e+00
2015-12-01,  2.65612526e+00
2016-01-01,  2.33276028e+00
2016-02-01,  1.29987535e+00
2016-03-01,  2.38929518e+00
2016-04-01,  2.45191015e+00
2016-05-01,  2.48104661e+00
2016-06-01,  1.15520650e+00
2016-07-01, -3.91150922e-01
2016-08-01,  6.24982790e-01
2016-09-01, -1.09490746e+00
2016-10-01, -1.10019133e+00
2016-11-01, -4.36670029e-01
2016-12-01,  1.21910294e-01
2017-01-01, -4.55804036e-02
2017-02-01,  3.67725472e-01
2017-03-01,  1.28386079e-01
2017-04-01,  5.18338067e-01
2017-05-01,  2.26302543e+00
2017-06-01,  1.75374725e+00
2017-07-01,  2.21142687e+00
2017-08-01,  2.44634256e+00
2017-09-01,  1.83339544e+00
2017-10-01,  1.12031513e+00
2017-11-01,  1.30533166e+00
2017-12-01,  5.78691145e-01
2018-01-01, -7.65167479e-01
2018-02-01,  6.31360103e-01
2018-03-01,  7.48278805e-02
2018-04-01,  2.17275032e-01
2018-05-01,  1.51396598e+00
2018-06-01,  7.22251039e-01
2018-07-01,  1.25576500e+00
2018-08-01,  1.16520347e+00
2018-09-01,  1.52760412e+00
2018-10-01,  1.58078751e+00
2018-11-01,  1.91578931e+00
2018-12-01,  1.70506163e+00
2019-01-01,  1.58133402e+00
2019-02-01,  1.17168093e+00
2019-03-01,  1.21783406e+00
2019-04-01,  1.60275904e+00
2019-05-01,  2.33383056e+00
2019-06-01,  3.23080592e+00
2019-07-01,  2.70604291e+00
2019-08-01,  3.34499762e+00
2019-09-01,  2.69940463e+00
2019-10-01,  4.09622762e+00
2019-11-01,  4.59355262e+00
2019-12-01,  2.96683827e+00
