# mode: 0
# n_modes: 10
# loading_pattern_sst_input_file: nnr1.skt.sfc.gauss.19480101_20191231.2.5x2.5.anom.seasonal.19790101_20011230.nc
# loading_pattern_mslp_input_file: nnr1.slp.19480101_20200530.2.5x2.5.anom.seasonal.19790101_20011230.nc
# loading_pattern_uwnd_input_file: nnr1.uwnd.sig995.19480101_20200530.2.5x2.5.anom.seasonal.19790101_20011230.nc
# loading_pattern_vwnd_input_file: nnr1.vwnd.sig995.19480101_20200530.2.5x2.5.anom.seasonal.19790101_20011230.nc
# loading_pattern_olr_input_file: nnr1.ulwrf.ntat.gauss.19480101_20200530.2.5x2.5.anom.seasonal.19790101_20011230.nc
# seasonal_sst_anomalies_input_file: nnr1.skt.sfc.gauss.19480101_20191231.2.5x2.5.anom.seasonal.19790101_20011230.nc
# seasonal_mslp_anomalies_input_file: nnr1.slp.19480101_20200530.2.5x2.5.anom.seasonal.19790101_20011230.nc
# seasonal_uwnd_anomalies_input_file: nnr1.uwnd.sig995.19480101_20200530.2.5x2.5.anom.seasonal.19790101_20011230.nc
# seasonal_vwnd_anomalies_input_file: nnr1.vwnd.sig995.19480101_20200530.2.5x2.5.anom.seasonal.19790101_20011230.nc
# seasonal_olr_anomalies_input_file: nnr1.ulwrf.ntat.gauss.19480101_20200530.2.5x2.5.anom.seasonal.19790101_20011230.nc
# base_period_start: 19790101
# base_period_end: 20011230
# calendar: proleptic_gregorian
date,mei
2002-05-01, -2.39919273e-01
2002-06-01,  1.85047570e-01
2002-07-01,  2.40943530e-01
2002-08-01,  7.91883721e-01
2002-09-01,  6.07377843e-01
2002-10-01,  4.76070903e-01
2002-11-01,  5.21489472e-01
2002-12-01,  6.03780650e-01
2003-01-01,  4.72709005e-01
2003-02-01,  3.63770081e-01
2003-03-01,  3.10592582e-01
2003-04-01, -1.67450011e-01
2003-05-01, -5.69258166e-01
2003-06-01, -3.54979157e-01
2003-07-01, -2.56727360e-01
2003-08-01, -9.34019346e-02
2003-09-01,  6.31983810e-02
2003-10-01,  2.39888772e-02
2003-11-01,  4.12431831e-02
2003-12-01, -2.87314073e-02
2004-01-01,  1.92509950e-03
2004-02-01, -1.05933550e-01
2004-03-01, -4.73967413e-01
2004-04-01, -4.90926387e-01
2004-05-01, -4.91721853e-01
2004-06-01, -3.80297057e-01
2004-07-01,  2.08663003e-01
2004-08-01,  5.28581674e-01
2004-09-01,  4.62237095e-01
2004-10-01,  1.59169743e-01
2004-11-01,  2.86916210e-01
2004-12-01,  2.69958252e-01
2005-01-01, -5.77717492e-02
2005-02-01,  3.05120567e-01
2005-03-01,  3.97767314e-01
2005-04-01, -3.03549699e-02
2005-05-01,  4.76990291e-02
2005-06-01,  2.27255664e-02
2005-07-01, -1.51320165e-01
2005-08-01, -7.10139032e-02
2005-09-01, -1.33506356e-01
2005-10-01, -7.64625494e-01
2005-11-01, -8.78473156e-01
2005-12-01, -9.19391845e-01
2006-01-01, -8.60256332e-01
2006-02-01, -6.67113569e-01
2006-03-01, -7.55715216e-01
2006-04-01, -7.97086867e-01
2006-05-01, -5.71038524e-01
2006-06-01, -4.75185442e-01
2006-07-01, -1.28449724e-01
2006-08-01,  3.71868653e-01
2006-09-01,  4.26224971e-01
2006-10-01,  4.05649209e-01
2006-11-01,  6.34861110e-01
2006-12-01,  4.38447127e-01
2007-01-01,  3.22212527e-01
2007-02-01,  1.38329544e-01
2007-03-01, -3.54409263e-01
2007-04-01, -4.46707081e-01
2007-05-01, -5.14132064e-01
2007-06-01, -9.95889338e-01
2007-07-01, -8.15959986e-01
2007-08-01, -9.73977381e-01
2007-09-01, -1.14009448e+00
2007-10-01, -1.26535483e+00
2007-11-01, -1.35683678e+00
2007-12-01, -1.37833364e+00
2008-01-01, -1.26276085e+00
2008-02-01, -1.24211546e+00
2008-03-01, -1.27257415e+00
2008-04-01, -1.03346720e+00
2008-05-01, -1.01166796e+00
2008-06-01, -1.05938018e+00
2008-07-01, -1.05193051e+00
2008-08-01, -1.03131924e+00
2008-09-01, -1.13227168e+00
2008-10-01, -1.32317333e+00
2008-11-01, -1.15161248e+00
2008-12-01, -1.00080753e+00
2009-01-01, -1.08276987e+00
2009-02-01, -8.73842276e-01
2009-03-01, -9.58541807e-01
2009-04-01, -8.20710112e-01
2009-05-01, -7.56253907e-01
2009-06-01, -3.12322336e-01
2009-07-01,  5.61445057e-02
2009-08-01,  2.94899557e-01
2009-09-01,  2.63501118e-01
2009-10-01,  3.36793100e-01
2009-11-01,  7.86154448e-01
2009-12-01,  6.24393042e-01
2010-01-01,  6.58597967e-01
2010-02-01,  9.09751658e-01
2010-03-01,  8.06669010e-01
2010-04-01,  2.30411687e-01
2010-05-01, -1.87366135e-01
2010-06-01, -1.62197306e+00
2010-07-01, -2.40028851e+00
2010-08-01, -2.53437526e+00
2010-09-01, -2.45532543e+00
2010-10-01, -2.42210198e+00
2010-11-01, -2.29746519e+00
2010-12-01, -2.06202687e+00
2011-01-01, -1.96613371e+00
2011-02-01, -1.63856957e+00
2011-03-01, -1.62905600e+00
2011-04-01, -1.48562457e+00
2011-05-01, -1.33775224e+00
2011-06-01, -1.35610146e+00
2011-07-01, -1.03960572e+00
2011-08-01, -9.98103563e-01
2011-09-01, -1.15691408e+00
2011-10-01, -1.47830280e+00
2011-11-01, -1.46123947e+00
2011-12-01, -1.43362353e+00
2012-01-01, -1.29321653e+00
2012-02-01, -7.59398769e-01
2012-03-01, -6.53052105e-01
2012-04-01, -4.24940503e-01
2012-05-01, -3.76005382e-01
2012-06-01, -5.98515420e-01
2012-07-01, -1.96801153e-01
2012-08-01, -2.27702101e-01
2012-09-01, -4.17812697e-01
2012-10-01, -4.08318585e-01
2012-11-01, -3.01766145e-01
2012-12-01, -3.04516026e-01
2013-01-01, -3.17300607e-01
2013-02-01, -2.44932355e-01
2013-03-01, -3.38265582e-01
2013-04-01, -4.69799576e-01
2013-05-01, -6.91819013e-01
2013-06-01, -1.18323175e+00
2013-07-01, -9.27206420e-01
2013-08-01, -7.13203810e-01
2013-09-01, -5.13883330e-01
2013-10-01, -4.43339962e-01
2013-11-01, -5.23167074e-01
2013-12-01, -6.00406701e-01
2014-01-01, -7.26867923e-01
2014-02-01, -5.71894848e-01
2014-03-01, -3.89503654e-01
2014-04-01, -3.02827172e-01
2014-05-01, -2.36839034e-01
2014-06-01, -5.73338870e-01
2014-07-01, -8.26401954e-02
2014-08-01, -1.39525857e-01
2014-09-01, -3.76369996e-01
2014-10-01, -1.58984719e-01
2014-11-01,  3.36007322e-03
2014-12-01,  9.59382879e-02
2015-01-01,  2.33444540e-02
2015-02-01, -7.39045901e-02
2015-03-01, -1.33740501e-01
2015-04-01,  1.16934354e-02
2015-05-01,  6.71200725e-01
2015-06-01,  1.31657085e+00
2015-07-01,  1.21588939e+00
2015-08-01,  1.60058178e+00
2015-09-01,  2.04546880e+00
2015-10-01,  1.96916380e+00
2015-11-01,  1.66488192e+00
2015-12-01,  1.60549328e+00
2016-01-01,  1.61447736e+00
2016-02-01,  1.52247088e+00
2016-03-01,  1.13846609e+00
2016-04-01,  1.22429845e+00
2016-05-01,  1.01638310e+00
2016-06-01, -1.23319886e-01
2016-07-01, -6.47114849e-01
2016-08-01, -4.49030095e-01
2016-09-01, -3.68697992e-01
2016-10-01, -6.10359555e-01
2016-11-01, -5.72166030e-01
2016-12-01, -5.22272832e-01
2017-01-01, -5.17572707e-01
2017-02-01, -3.47399328e-01
2017-03-01, -3.01511489e-01
2017-04-01, -1.98942541e-02
2017-05-01,  3.87855433e-02
2017-06-01, -5.97106946e-01
2017-07-01, -7.36898349e-01
2017-08-01, -8.16906125e-01
2017-09-01, -9.34999251e-01
2017-10-01, -7.91750394e-01
2017-11-01, -8.57575037e-01
2017-12-01, -9.90634623e-01
2018-01-01, -9.57774638e-01
2018-02-01, -7.83301553e-01
2018-03-01, -1.04167168e+00
2018-04-01, -1.43198413e+00
2018-05-01, -1.01463376e+00
2018-06-01, -6.90699371e-01
2018-07-01, -2.20341442e-01
2018-08-01,  3.20694780e-01
2018-09-01,  5.80239326e-01
2018-10-01,  3.17166964e-01
2018-11-01,  8.82025804e-02
2018-12-01, -6.22981290e-02
2019-01-01, -5.78248177e-02
2019-02-01,  2.74106158e-01
2019-03-01,  4.26282734e-01
2019-04-01,  2.17486361e-01
2019-05-01,  1.00763181e-02
2019-06-01,  1.06890210e-02
2019-07-01,  1.46808407e-01
2019-08-01,  3.01142499e-01
2019-09-01,  2.00710981e-01
2019-10-01,  1.40258828e-01
2019-11-01,  2.02985307e-01
2019-12-01,  3.00781212e-02
