# mode: 0
# n_modes: 10
# eofs_start_date: 19790101
# eofs_end_date: 20011201
# rotated: False
# loading_pattern_input_file: nnr1.hgt.500.19480101_20200530.anom.month.19790101_20011230.nc
# anomalies_input_file: nnr1.hgt.500.19480101_20200530.anom.month.19790101_20011230.nc
# base_period_start: 19790101
# base_period_end: 20011230
# calendar: proleptic_gregorian
date,pna_index
1997-07-01,  3.60301971e-01
1997-08-01, -8.36934952e-02
1997-09-01,  5.55084876e-01
1997-10-01,  1.04247507e-01
1997-11-01,  6.48833243e-01
1997-12-01,  7.71087318e-01
1998-01-01,  1.38973824e+00
1998-02-01,  2.81692498e+00
1998-03-01,  5.85378378e-01
1998-04-01,  7.17914817e-02
1998-05-01, -3.02328117e-01
1998-06-01, -3.79807001e-01
1998-07-01,  4.72529326e-02
1998-08-01, -2.27848146e-01
1998-09-01, -1.14430831e-01
1998-10-01,  1.76791085e-01
1998-11-01,  7.16170380e-01
1998-12-01, -1.09592483e+00
1999-01-01, -1.08889746e+00
1999-02-01,  9.40649615e-01
1999-03-01,  1.62001020e-01
1999-04-01, -6.20775115e-01
1999-05-01, -3.75316967e-01
1999-06-01, -3.45999239e-01
1999-07-01, -7.57512957e-01
1999-08-01,  4.55984053e-01
1999-09-01,  1.09985529e-01
1999-10-01, -3.29761102e-01
1999-11-01, -1.77985149e-01
1999-12-01, -3.91222857e-01
2000-01-01, -2.10609356e+00
2000-02-01,  9.48598144e-01
2000-03-01,  9.96658007e-01
2000-04-01, -5.02697141e-01
2000-05-01, -4.11090353e-01
2000-06-01, -5.92805504e-01
2000-07-01,  1.73220694e-02
2000-08-01, -4.28769136e-01
2000-09-01, -8.06291130e-01
2000-10-01,  2.66869581e-01
2000-11-01,  9.87924150e-01
2000-12-01,  1.34575290e+00
2001-01-01,  1.38099869e+00
2001-02-01, -9.22922671e-01
2001-03-01, -5.23607859e-03
2001-04-01, -1.27973214e+00
2001-05-01, -3.37646085e-02
2001-06-01, -5.46451567e-01
2001-07-01, -2.09875887e-01
2001-08-01, -3.72074818e-01
2001-09-01,  2.92418965e-01
2001-10-01, -6.05123296e-01
2001-11-01,  1.22661694e+00
2001-12-01,  9.49460804e-01
2002-01-01, -1.42915944e+00
2002-02-01, -3.40823933e-01
2002-03-01, -1.88476129e+00
2002-04-01, -2.65127203e+00
2002-05-01, -8.45319820e-01
2002-06-01,  2.73736317e-01
2002-07-01,  5.40868500e-02
2002-08-01,  1.62287675e-01
2002-09-01, -6.81153604e-01
2002-10-01,  4.02413797e-01
2002-11-01,  1.53343393e+00
2002-12-01,  1.68847603e+00
2003-01-01,  1.62387548e+00
2003-02-01, -1.03624465e+00
2003-03-01, -5.47103700e-01
2003-04-01, -8.89300154e-01
2003-05-01, -6.28224283e-01
2003-06-01, -2.23656606e-01
2003-07-01, -3.52134038e-01
2003-08-01,  3.00792502e-01
2003-09-01,  1.71196900e-01
2003-10-01,  8.32078303e-01
2003-11-01, -2.42942539e+00
2003-12-01,  8.94835215e-01
2004-01-01, -2.59457589e-01
2004-02-01,  1.31473986e+00
2004-03-01, -1.56388501e+00
2004-04-01,  2.58535809e-01
2004-05-01, -1.45270207e+00
2004-06-01, -4.29800522e-01
2004-07-01,  2.73709169e-02
2004-08-01,  3.12313819e-01
2004-09-01, -8.08835186e-01
2004-10-01, -7.11696379e-01
2004-11-01, -1.98787509e-01
2004-12-01, -1.01006769e+00
2005-01-01, -9.22061766e-01
2005-02-01, -7.58393009e-02
2005-03-01,  6.18127029e-01
2005-04-01,  5.55554023e-01
