# mode: 0
# n_modes: 20
# low_latitude_boundary:  -2.00000000e+01
# index_normalization:   9.64249207e+02
# eofs_start_date: 19790101
# eofs_end_date: 20011201
# loading_pattern_input_file: nnr1.hgt.500.19480101_20200530.anom.month.19790101_20011230.nc
# anomalies_input_file: nnr1.hgt.500.19480101_20200530.anom.month.19790101_20011230.nc
# base_period_start: 19790101
# base_period_end: 20011230
# calendar: proleptic_gregorian
date,sam_index
2012-01-01,  1.29514427e+00
2012-02-01, -2.95498489e-01
2012-03-01,  2.15658632e-02
2012-04-01,  7.08309800e-01
2012-05-01, -3.80035821e-02
2012-06-01, -4.37428764e-02
2012-07-01,  1.26438521e+00
2012-08-01,  3.97771336e-01
2012-09-01,  4.43787877e-01
2012-10-01, -8.11336848e-01
2012-11-01, -1.67692975e+00
2012-12-01, -1.15181277e+00
2013-01-01, -1.17350332e-01
2013-02-01,  6.07143344e-01
2013-03-01,  1.19155312e+00
2013-04-01,  6.85128923e-01
2013-05-01,  1.89654969e-01
2013-06-01,  6.94446655e-03
2013-07-01,  9.15793643e-01
2013-08-01, -1.49085298e+00
2013-09-01, -1.81433288e+00
2013-10-01, -5.39678954e-01
2013-11-01,  2.37974521e-01
2013-12-01, -3.30968547e-01
2014-01-01, -7.28055525e-01
2014-02-01,  3.53922405e-01
2014-03-01,  3.36308940e-01
2014-04-01,  7.37816212e-01
2014-05-01, -6.37311296e-01
2014-06-01,  9.96825688e-01
2014-07-01,  2.41132838e-01
2014-08-01, -2.59240105e-01
2014-09-01, -1.13732889e+00
2014-10-01, -2.95806321e-01
2014-11-01, -4.99244952e-01
2014-12-01,  1.04236537e+00
2015-01-01,  5.68391194e-01
2015-02-01,  1.05741870e+00
2015-03-01,  5.34196035e-01
2015-04-01,  9.42825083e-01
2015-05-01,  1.57902375e-01
2015-06-01,  7.02661234e-01
2015-07-01,  1.56254353e+00
2015-08-01,  9.17167707e-01
2015-09-01,  4.17605809e-01
2015-10-01, -4.42985185e-01
2015-11-01,  5.95362596e-01
2015-12-01, -3.93724057e-01
2016-01-01,  1.20223273e+00
2016-02-01,  1.10572665e+00
2016-03-01,  1.78810536e+00
2016-04-01, -1.43300061e-01
2016-05-01, -4.68845863e-01
2016-06-01,  2.48889377e+00
2016-07-01,  2.25371999e-01
2016-08-01, -1.00004709e+00
2016-09-01,  2.09943849e+00
2016-10-01, -4.73043471e-01
2016-11-01, -1.39964190e+00
2016-12-01, -9.17993311e-01
2017-01-01, -9.12702468e-01
2017-02-01,  2.40854414e-02
2017-03-01,  5.16166811e-03
2017-04-01,  5.52708613e-01
2017-05-01,  5.63201467e-01
2017-06-01,  7.30743249e-01
2017-07-01,  7.29399261e-01
2017-08-01,  7.21435627e-01
2017-09-01,  1.29595123e+00
2017-10-01, -7.44388044e-01
2017-11-01,  7.30565410e-01
2017-12-01,  7.86839805e-01
2018-01-01,  1.18872848e+00
2018-02-01,  9.92301531e-01
2018-03-01,  1.80660847e-01
2018-04-01, -1.30599070e+00
2018-05-01, -3.67675713e-01
2018-06-01, -1.14766965e-02
2018-07-01,  1.98178979e-01
2018-08-01, -3.04394526e-01
2018-09-01,  1.38078490e+00
2018-10-01,  2.37872291e-01
2018-11-01,  9.54808758e-01
2018-12-01,  6.31824068e-01
2019-01-01,  5.40283500e-01
2019-02-01, -7.26188795e-01
2019-03-01,  4.08453949e-01
2019-04-01,  1.98054891e-01
2019-05-01,  1.39628977e-01
2019-06-01,  1.19010458e+00
2019-07-01, -4.87103910e-01
2019-08-01, -1.38680356e+00
2019-09-01,  3.15998443e-01
2019-10-01, -1.17993236e+00
2019-11-01, -1.56532520e+00
2019-12-01, -1.43275953e+00
2020-01-01, -2.64600804e-01
2020-02-01,  2.10129749e-01
2020-03-01,  1.25230475e+00
2020-04-01, -6.48490639e-01
2020-05-01,  5.89846905e-02
