# mode: 0
# n_modes: 20
# low_latitude_boundary:   2.00000000e+01
# index_normalization:   7.62843323e+02
# eofs_start_date: 19790101
# eofs_end_date: 20011201
# loading_pattern_input_file: nnr1.hgt.500.19480101_20200530.anom.month.19790101_20011230.nc
# anomalies_input_file: nnr1.hgt.500.19480101_20200530.anom.month.19790101_20011230.nc
# base_period_start: 19790101
# base_period_end: 20011230
# calendar: proleptic_gregorian
date,ao_index
1977-04-01,  1.00290407e+00
1977-05-01, -3.05380660e-01
1977-06-01, -8.12121289e-01
1977-07-01, -4.58900785e-01
1977-08-01, -1.09712854e+00
1977-09-01,  1.04434717e+00
1977-10-01,  2.69378535e-01
1977-11-01, -3.70852578e-01
1977-12-01,  1.88576744e-01
1978-01-01, -5.90901737e-01
1978-02-01, -3.28784029e+00
1978-03-01,  4.62243967e-01
1978-04-01, -7.53988700e-01
1978-05-01,  3.87961857e-01
1978-06-01,  9.14204085e-01
1978-07-01, -5.79153386e-01
1978-08-01, -3.69456077e-01
1978-09-01, -2.59660460e-01
1978-10-01,  4.79210652e-01
1978-11-01,  2.58168758e+00
1978-12-01, -6.07980328e-01
1979-01-01, -1.92773783e+00
1979-02-01,  7.52732563e-01
1979-03-01, -9.80415451e-01
1979-04-01, -7.75286203e-01
1979-05-01, -3.84596667e-01
1979-06-01,  1.07259285e+00
1979-07-01, -1.46347221e-01
1979-08-01, -6.29752895e-01
1979-09-01, -1.60313155e-01
1979-10-01, -7.11886621e-01
1979-11-01,  4.41881350e-01
1979-12-01,  1.58065574e+00
1980-01-01, -1.56080860e+00
1980-02-01, -1.67050269e+00
1980-03-01, -1.03740122e+00
1980-04-01, -5.51049404e-01
1980-05-01, -1.38113654e+00
1980-06-01,  5.91211741e-01
1980-07-01,  3.93354575e-02
1980-08-01, -9.71900982e-02
1980-09-01,  5.27067148e-01
1980-10-01, -1.33129069e+00
1980-11-01, -8.29784951e-01
1980-12-01, -3.36980702e-01
1981-01-01, -1.53104302e+00
1981-02-01, -4.34912429e-01
1981-03-01, -1.90461781e+00
1981-04-01,  4.61154108e-01
1981-05-01,  8.53226866e-02
1981-06-01, -4.53917163e-01
1981-07-01,  6.78951864e-01
1981-08-01, -5.28035916e-01
1981-09-01, -8.52913955e-01
1981-10-01, -1.35078262e+00
1981-11-01, -8.07662129e-01
1981-12-01, -1.43896000e+00
1982-01-01, -1.04881549e-01
1982-02-01,  1.30783170e+00
1982-03-01,  1.48014270e+00
1982-04-01,  1.60202806e+00
1982-05-01,  7.34771832e-02
1982-06-01, -8.79334758e-01
1982-07-01, -1.27548482e-01
1982-08-01,  1.21389421e-01
1982-09-01,  8.40611685e-01
1982-10-01,  1.94688856e-01
1982-11-01,  7.64900442e-01
1982-12-01,  4.64131662e-01
1983-01-01,  8.16374983e-01
1983-02-01, -2.10473418e+00
1983-03-01, -9.91731261e-01
1983-04-01, -5.05083585e-01
1983-05-01, -1.43914666e-01
1983-06-01,  6.06216958e-02
1983-07-01, -1.50258539e-01
1983-08-01,  6.86037877e-01
1983-09-01,  4.79279219e-01
1983-10-01,  7.72633192e-01
1983-11-01, -1.10512914e+00
1983-12-01,  5.74292444e-02
1984-01-01,  8.62199758e-01
1984-02-01, -3.63213483e-01
1984-03-01, -1.91407080e+00
1984-04-01,  7.38162574e-02
1984-05-01,  1.78316377e-01
1984-06-01, -2.39995222e-01
1984-07-01, -2.57142916e-01
1984-08-01,  1.57910266e-01
1984-09-01, -4.04949534e-01
1984-10-01, -3.65501665e-01
1984-11-01, -2.56985556e-01
1984-12-01,  1.65722484e+00
1985-01-01, -3.12106528e+00
1985-02-01, -2.61802389e-01
1985-03-01,  1.11862847e+00
1985-04-01,  1.08792127e+00
1985-05-01, -6.02587857e-03
1985-06-01, -8.25209917e-01
1985-07-01, -2.08526493e-01
1985-08-01, -1.15978201e-01
1985-09-01, -3.60864789e-02
1985-10-01,  9.72779976e-01
1985-11-01, -9.97055489e-01
1985-12-01, -2.15471688e+00
1986-01-01, -7.07222381e-01
1986-02-01, -2.49463547e+00
1986-03-01,  2.13112186e+00
1986-04-01,  2.05045663e-01
1986-05-01,  4.92748838e-01
1986-06-01,  7.63944736e-01
1986-07-01,  2.52224504e-01
1986-08-01, -4.33635212e-01
1986-09-01,  2.16164843e-02
1986-10-01,  1.12882080e+00
1986-11-01,  1.14303614e+00
1986-12-01,  1.98477756e-01
1987-01-01, -1.01742873e+00
1987-02-01, -1.34690480e+00
1987-03-01, -1.03213481e+00
1987-04-01,  2.81419169e-01
1987-05-01,  3.33885935e-01
1987-06-01, -6.82164236e-01
1987-07-01, -6.81072410e-01
1987-08-01, -7.93564565e-01
1987-09-01,  6.98787575e-01
1987-10-01, -4.83307660e-02
1987-11-01, -2.57847084e-01
1987-12-01, -8.10320230e-01
1988-01-01,  4.37701891e-01
1988-02-01, -1.42110642e+00
1988-03-01, -7.82630580e-01
1988-04-01, -3.79917012e-01
1988-05-01, -6.57749687e-01
1988-06-01, -1.97843240e-01
1988-07-01, -1.60197218e-01
1988-08-01,  2.68982744e-01
1988-09-01,  7.12200811e-01
1988-10-01, -2.91248979e-01
1988-11-01, -1.64416066e-01
1988-12-01,  1.15962693e+00
1989-01-01,  3.60100296e+00
1989-02-01,  2.87632187e+00
1989-03-01,  2.25363923e+00
1989-04-01,  2.87093433e-01
1989-05-01,  9.43723519e-01
