# n_modes: 24
# season: DJF
# base_period_start_date: 19790101
# base_period_end_date: 20011201
# composites_input_file: nnr1.hgt.500.19480101_20200530.rolling_mean.window_length_10.anom.dayofyear.19790101_20011230.nc
# anomalies_input_file: nnr1.hgt.500.19480101_20200530.rolling_mean.window_length_10.anom.month.19790101_20011230.nc
# base_period_start: 19790101
# base_period_end: 20011230
# calendar: proleptic_gregorian
date,nhtele_index_1,nhtele_index_2,nhtele_index_3,nhtele_index_4
1966-09-01,  7.85272458e-01, -8.46561390e-01,  1.00272299e+00, -9.66050769e-01
1966-10-01,  1.18982262e+00, -7.42823630e-01, -7.33120341e-01,  4.59608492e-01
1966-11-01, -6.85969723e-01, -2.11564692e-01,  3.57566466e-01,  8.70320002e-01
1966-12-01, -3.76927564e-01, -4.77705420e-02,  1.44013916e+00, -9.72459738e-01
1967-01-01,  4.75880767e-01, -8.36295449e-01,  3.67994949e-01,  4.12215913e-01
1967-02-01, -3.24914893e-01,  4.05452009e-01, -7.52800508e-01,  1.00999544e+00
1967-03-01, -9.92858192e-01,  1.96250340e+00, -1.29669350e+00, -5.92710081e-01
1967-04-01, -1.60650938e+00,  9.32044055e-01, -2.30704798e-01,  1.40745788e+00
1967-05-01,  3.05616039e-01,  1.21309138e+00, -1.93486176e+00, -7.59721807e-02
1967-06-01, -5.89102111e-01,  1.20962367e+00, -1.90193775e+00,  4.32338805e-01
1967-07-01, -8.25218638e-01,  1.53924816e+00, -5.33811962e-01, -3.87322055e-01
1967-08-01, -6.80220874e-01,  9.15908321e-01, -3.83989381e-01,  4.94692563e-02
1967-09-01, -4.74319604e-01, -6.81475967e-01,  5.34499862e-01,  1.28038284e+00
1967-10-01, -1.01918630e+00,  1.06706315e+00,  1.12313794e+00, -1.78459919e+00
1967-11-01, -9.99462650e-01,  3.96480727e-01,  4.56381857e-01,  6.72075100e-02
1967-12-01,  6.20295648e-01, -1.17683673e+00,  1.17589531e+00, -4.57481346e-01
1968-01-01,  2.28750847e-01, -2.63084004e-01,  5.08701942e-01, -5.23945479e-01
1968-02-01,  1.45080093e+00, -9.82437672e-01,  2.95099369e-01, -7.15289354e-01
1968-03-01, -5.56335626e-02, -1.35038450e-01,  5.80910898e-01, -3.97180986e-01
1968-04-01,  4.69026250e-01,  2.47720167e-01, -2.06394107e+00,  1.59102853e+00
1968-05-01,  2.02476632e+00, -2.40393721e-01, -2.56835875e+00, -1.44694073e-01
1968-06-01,  3.98557356e-01, -2.05834753e-01, -2.71684513e+00,  1.38345069e+00
1968-07-01,  1.53451647e+00, -1.32197858e+00, -7.09142309e-01,  9.10470997e-01
1968-08-01,  1.76971130e+00, -1.36089923e+00, -3.03611375e+00,  1.82244795e+00
1968-09-01,  2.59425842e+00, -1.95018217e+00, -3.83107401e-01,  5.41058373e-01
1968-10-01,  1.84235021e+00, -1.71814346e+00,  6.06668384e-01, -3.82849814e-01
1968-11-01,  2.08942902e+00, -1.35614614e+00, -1.43469973e+00,  1.46375794e+00
1968-12-01,  5.88861195e-01, -6.69268956e-01, -8.53987886e-01,  1.15980947e+00
1969-01-01,  2.19854830e+00, -1.46933877e+00, -8.10276354e-01,  5.57868458e-01
1969-02-01,  1.84852973e+00, -1.77003679e+00,  1.03713457e+00, -8.38237813e-01
1969-03-01,  1.58443627e+00, -1.52662961e+00, -3.51548692e-01,  7.59725771e-01
1969-04-01, -1.01928137e+00,  6.42202359e-01, -1.58691013e-01,  7.95623464e-01
1969-05-01,  7.26524478e-01,  6.68107506e-02, -1.59563107e+00,  5.32637396e-01
1969-06-01,  3.27513211e-01,  4.80209147e-02, -1.85883118e+00,  6.45529498e-01
1969-07-01, -2.03567945e+00,  1.84391361e+00, -1.79478079e-01,  2.58925738e-01
1969-08-01,  1.30503189e+00, -1.73030752e+00, -1.66815239e+00,  1.72109709e+00
1969-09-01, -6.33578345e-01, -2.12508759e-01, -1.13477728e-01,  1.51448333e+00
1969-10-01, -4.59831500e-01,  2.75400738e-01, -3.22459118e-01,  5.92182487e-01
1969-11-01,  4.10669825e-01, -4.59026432e-02,  1.53388247e+00, -2.41502385e+00
1969-12-01,  4.31930428e-01, -1.75827129e+00,  2.50203550e+00, -7.05385816e-01
1970-01-01,  2.10994938e+00, -1.13366429e+00, -8.12669760e-01,  1.30506400e-02
1970-02-01,  5.44119050e-01, -3.68858452e-02,  4.13648554e-01, -1.71107684e+00
1970-03-01,  1.38318823e+00, -1.32292170e+00,  6.65671075e-01, -5.96619249e-01
1970-04-01,  5.50707241e-01,  2.91224774e-01, -5.21649136e-01, -8.93810577e-01
1970-05-01, -7.35428157e-01,  9.50515248e-01, -9.64554551e-01,  9.41451187e-01
1970-06-01, -1.38427985e+00,  3.46863944e-01, -1.32646008e+00,  2.32405982e+00
1970-07-01, -7.95824432e-01,  1.20644034e-01,  9.78311735e-01, -5.46276520e-01
1970-08-01,  1.69984715e-01, -1.70484659e+00,  6.80546057e-01,  1.17262192e+00
1970-09-01,  2.71408039e-01,  5.38167684e-01, -1.52382100e+00,  7.28356152e-01
1970-10-01,  7.50593769e-01, -1.35891077e+00,  4.10898468e-01,  8.15598045e-01
1970-11-01,  5.37854424e-01,  2.43514193e-01,  4.95627257e-02, -1.22364855e+00
1970-12-01, -5.07760960e-02, -5.57928576e-01, -5.74163428e-01,  1.72364264e+00
1971-01-01,  1.46967787e+00, -4.22156029e-01, -1.39465522e+00,  3.77144866e-01
