# mode: 0
# n_modes: 20
# index_normalization:   7.67726264e+00
# eofs_start_date: 19790101
# eofs_end_date: 20011201
# loading_pattern_input_file: fcst_surf125.118_brtmp.1958010100_2018123100.daily.anom.month.19790101_20011230.nc
# anomalies_input_file: fcst_surf125.118_brtmp.1958010100_2018123100.daily.anom.month.19790101_20011230.nc
# base_period_start: 19790101
# base_period_end: 20011230
# calendar: proleptic_gregorian
date,iod_index
1985-12-01, -6.80931462e-01
1986-01-01, -9.13531874e-01
1986-02-01, -4.29598493e-01
1986-03-01, -8.80271270e-01
1986-04-01, -6.98572466e-01
1986-05-01, -3.13283957e-01
1986-06-01,  9.74270156e-02
1986-07-01, -6.59096711e-01
1986-08-01, -8.28400527e-01
1986-09-01, -7.82979174e-01
1986-10-01, -2.08104330e-01
1986-11-01,  2.75939478e-01
1986-12-01, -2.50471530e-01
1987-01-01, -2.77684433e-01
1987-02-01, -1.62771035e-01
1987-03-01,  6.48157664e-01
1987-04-01,  5.36347418e-01
1987-05-01,  1.51296877e+00
1987-06-01,  1.29044616e+00
1987-07-01,  1.61996919e+00
1987-08-01,  2.15315792e+00
1987-09-01,  2.23816938e+00
1987-10-01,  1.94382253e+00
1987-11-01,  1.48154292e+00
1987-12-01,  1.19145449e+00
1988-01-01,  1.87036561e+00
1988-02-01,  1.84509010e+00
1988-03-01,  1.72446183e+00
1988-04-01,  1.23390172e+00
1988-05-01, -1.19188650e-01
1988-06-01,  2.68295724e-01
1988-07-01,  6.07970849e-01
1988-08-01,  1.26935926e+00
1988-09-01,  1.08938895e+00
1988-10-01,  7.78689306e-01
1988-11-01,  2.62490175e-01
1988-12-01,  3.74322239e-01
1989-01-01, -1.08633208e+00
1989-02-01, -7.45516864e-01
1989-03-01, -9.28148340e-01
1989-04-01, -1.92475660e+00
1989-05-01, -1.49644859e+00
1989-06-01, -2.17509806e+00
1989-07-01, -1.48654133e+00
1989-08-01, -1.52195131e+00
1989-09-01, -7.99198931e-01
1989-10-01, -7.34564058e-01
1989-11-01, -1.65626986e-02
1989-12-01,  3.37975883e-01
1990-01-01,  5.77948980e-01
1990-02-01,  1.22703554e+00
1990-03-01,  3.59887153e-01
1990-04-01, -8.38932778e-02
1990-05-01, -4.43583149e-01
1990-06-01, -6.86880125e-01
1990-07-01,  9.33104911e-02
1990-08-01, -1.80100828e-01
1990-09-01, -2.81586046e-01
1990-10-01, -2.98395282e-01
1990-11-01, -1.82490208e-01
1990-12-01,  6.69142760e-01
1991-01-01,  7.53512491e-01
1991-02-01,  6.26352115e-01
1991-03-01,  8.43748178e-01
1991-04-01,  1.30494420e+00
1991-05-01,  1.99504735e+00
1991-06-01,  8.02833973e-01
1991-07-01,  9.65556431e-01
1991-08-01,  2.32864679e-01
1991-09-01,  3.52539887e-01
1991-10-01,  7.86204953e-01
1991-11-01,  5.37647032e-01
1991-12-01,  9.91948359e-02
1992-01-01,  4.19374644e-02
1992-02-01, -3.49589861e-01
1992-03-01, -5.07941167e-01
1992-04-01, -2.59747541e-01
1992-05-01,  8.98482424e-02
1992-06-01, -1.53003807e-01
1992-07-01,  4.12697018e-01
1992-08-01, -7.58781876e-01
1992-09-01, -9.91940733e-01
1992-10-01, -8.88093138e-01
1992-11-01, -2.72176206e-01
1992-12-01, -9.22659627e-01
1993-01-01, -5.83964234e-01
1993-02-01, -6.08861218e-02
1993-03-01, -3.24949731e-01
1993-04-01, -7.04478887e-01
1993-05-01,  2.06853414e-01
1993-06-01,  3.52849659e-01
1993-07-01, -3.48086172e-02
1993-08-01, -2.72818194e-01
1993-09-01, -4.94635485e-01
1993-10-01, -5.42410746e-01
1993-11-01,  7.49066037e-02
1993-12-01, -2.60513802e-01
1994-01-01,  1.20868501e-01
1994-02-01, -7.99956677e-01
1994-03-01, -3.21412174e-01
1994-04-01,  2.06651910e-01
1994-05-01,  3.40563812e-01
1994-06-01, -4.93419808e-01
1994-07-01, -3.86856345e-01
