# n_modes: 20
# low_latitude_boundary:  -2.00000000e+01
# eofs_start_date: 19790101
# eofs_end_date: 20011230
# loading_pattern_input_file: jra.55.hgt.500.1958010100_2018123118.anom.dayofyear.19790101_20011230.nc
# anomalies_input_file: jra.55.hgt.500.1958010100_2018123118.anom.month.19790101_20011230.nc
# base_period_start: 19790101
# base_period_end: 20011230
# psa1_mode: 1
# psa2_mode: 2
# psa1_index_normalization:   2.58176514e+03
# psa2_index_normalization:   2.48715283e+03
# calendar: proleptic_gregorian
date,psa_index_1,psa_index_2
1984-09-01,  1.06811927e-01,  7.33452728e-01
1984-10-01, -6.69710057e-01, -6.74544740e-02
1984-11-01,  2.38582684e-01, -7.92601446e-01
1984-12-01,  1.40667483e+00,  3.58244056e-01
1985-01-01,  6.01544537e-01,  5.91111267e-01
1985-02-01,  1.55553590e-01,  1.10066537e-01
1985-03-01,  1.39136981e-02, -4.46443012e-01
1985-04-01,  2.54572514e-01,  7.86801362e-02
1985-05-01,  5.18986630e-01, -7.73016920e-02
1985-06-01,  9.62011817e-01,  6.69806423e-02
1985-07-01, -9.80018656e-01, -3.93700732e-01
1985-08-01,  3.65820533e-01, -6.25605948e-02
1985-09-01,  1.14746756e-01,  1.47497208e-01
1985-10-01,  8.53388514e-03, -2.04158443e-01
1985-11-01,  3.96851257e-01, -8.96111536e-01
1985-12-01,  6.31435456e-02, -7.01722411e-01
1986-01-01,  8.04501650e-02, -3.30959528e-02
1986-02-01,  9.01759325e-01,  6.58009475e-01
1986-03-01,  2.35025831e-01,  6.03203939e-01
1986-04-01, -1.25682473e-01,  1.90324970e-01
1986-05-01, -3.19788509e-01,  1.44629521e-01
1986-06-01, -1.33243807e+00,  1.49728145e+00
1986-07-01, -6.40214725e-01,  1.48073427e-01
1986-08-01, -2.78592987e-01, -1.50620524e-01
1986-09-01, -8.76526064e-01, -3.21628534e-01
1986-10-01,  6.08271953e-01, -4.15535313e-01
1986-11-01, -7.40441856e-01, -3.88983432e-01
1986-12-01, -2.94913987e-01, -5.14783940e-01
1987-01-01,  8.09210290e-01,  3.57585986e-01
1987-02-01, -1.37580954e-01,  7.44821995e-01
1987-03-01, -3.89565044e-01,  4.27886543e-01
1987-04-01,  8.00018349e-02, -9.97031041e-02
1987-05-01,  5.92001113e-01, -5.86840892e-01
1987-06-01, -1.55646840e-01,  2.15162017e-02
1987-07-01, -4.95591693e-01, -3.28106792e-01
1987-08-01, -1.44328107e-01, -6.64785255e-01
1987-09-01, -5.70259587e-01, -4.03750469e-01
1987-10-01,  4.04074616e-01, -2.67695901e-01
1987-11-01, -1.08930460e-01,  1.85002014e-01
1987-12-01,  4.74175918e-02,  1.36369632e-01
1988-01-01,  7.31037686e-02, -7.07355585e-01
1988-02-01, -4.36786594e-02,  2.83595486e-01
1988-03-01, -2.93821809e-02,  8.63684185e-01
1988-04-01, -4.77091648e-02, -8.97818023e-01
1988-05-01,  9.13146052e-01, -3.14987685e-01
1988-06-01,  8.57784580e-01,  1.36285119e-01
1988-07-01, -3.90199568e-01, -4.38519842e-01
1988-08-01, -2.20070536e-01, -7.95936560e-01
1988-09-01,  7.58405720e-01,  1.38232073e-01
1988-10-01,  8.22624566e-01,  1.04696580e+00
1988-11-01,  1.59855660e-01, -7.09702802e-01
1988-12-01, -3.66066092e-01, -4.66897438e-01
1989-01-01,  5.90334887e-01, -2.84271167e-01
1989-02-01,  2.56419072e-01,  2.57226769e-03
1989-03-01, -5.56483913e-02,  2.66057869e-01
1989-04-01,  1.97042097e-01, -5.26100807e-01
1989-05-01, -5.09725323e-01, -8.49302520e-02
1989-06-01, -3.58255920e-01, -4.24013016e-01
1989-07-01,  2.65471903e-01,  2.33437631e-01
1989-08-01,  9.92966411e-01,  9.76984376e-01
1989-09-01,  4.25554915e-01,  2.09777108e-01
1989-10-01,  3.37178420e-01,  3.65763154e-01
1989-11-01,  9.75014114e-03,  9.56861214e-02
1989-12-01, -2.82927662e-02,  7.75056822e-01
1990-01-01, -1.06232157e-01, -1.54110607e-01
1990-02-01,  5.70792980e-01, -9.86833348e-01
1990-03-01, -8.45498144e-02, -3.27488603e-01
1990-04-01, -5.37703916e-01, -1.85614002e-01
1990-05-01,  4.28714103e-01,  9.01223784e-01
1990-06-01, -7.48234614e-01,  6.57564371e-01
1990-07-01,  9.33998014e-01,  1.21421028e+00
1990-08-01, -3.68767396e-01, -3.17196285e-02
1990-09-01, -8.89304069e-02, -8.12076671e-01
1990-10-01,  3.52072028e-02,  3.23377408e-01
1990-11-01, -3.09699497e-01,  2.84511047e-01
1990-12-01, -3.27010194e-01, -1.47856872e-01
1991-01-01, -5.95183862e-01,  2.15009381e-01
1991-02-01,  3.02031368e-01,  7.63045531e-01
1991-03-01, -2.92669247e-01, -9.24626091e-02
1991-04-01, -6.66414076e-02,  9.99489381e-01
1991-05-01, -1.02844158e+00, -3.22578764e-01
1991-06-01, -5.14051670e-01, -8.75195814e-02
1991-07-01,  2.35566653e-01, -1.88145167e-02
1991-08-01, -3.79932677e-01,  4.90544783e-01
1991-09-01,  5.34443181e-01,  5.86074587e-01
1991-10-01, -8.41796055e-01,  1.62866669e-02
1991-11-01, -1.25000355e-01,  4.22458131e-01
1991-12-01,  1.58777692e-01,  7.09638717e-01
1992-01-01,  1.35903839e-01,  3.23283140e-01
1992-02-01, -3.39610911e-01,  3.81065832e-01
1992-03-01, -5.73378800e-01, -2.95589663e-01
1992-04-01,  1.88440580e-01,  2.31040753e-01
1992-05-01, -6.85486243e-01,  1.67152523e-01
1992-06-01, -2.16078352e-01,  7.66846717e-01
1992-07-01,  2.78852891e-01, -5.76312538e-01
1992-08-01,  5.35781936e-02,  3.27722967e-01
1992-09-01, -5.05389377e-01,  2.34833304e-01
1992-10-01,  1.64228872e-01,  4.18568950e-01
1992-11-01,  4.50111584e-01, -5.53507484e-01
1992-12-01, -2.14172492e-01,  3.75634422e-01
1993-01-01,  1.00936344e-01,  6.44161578e-01
1993-02-01,  2.87686297e-01, -1.63732099e-01
1993-03-01, -1.12227793e-01,  2.34666793e-01
1993-04-01, -4.02141265e-01,  2.74069920e-02
1993-05-01, -8.40570116e-01,  1.82592171e-01
1993-06-01, -6.59654140e-01, -1.59980159e-01
1993-07-01,  5.86368436e-01, -3.48620554e-01
1993-08-01,  6.66585912e-02, -1.56598692e-01
1993-09-01, -2.43281478e-02, -4.87200070e-01
1993-10-01, -2.13960815e-02, -3.62855912e-01
1993-11-01, -6.54111045e-02,  3.95269025e-01
1993-12-01, -2.67776231e-01, -4.90509079e-01
1994-01-01,  4.32952835e-02, -2.53924341e-01
1994-02-01,  4.67992788e-02, -6.37701691e-01
1994-03-01, -2.06533714e-01, -3.35530571e-01
1994-04-01,  9.80003025e-02, -1.02891911e-01
1994-05-01, -4.77384352e-01,  3.87463035e-01
1994-06-01,  5.26112993e-01,  6.79380727e-01
1994-07-01, -1.25962869e-01, -1.68297245e-01
1994-08-01, -2.81231615e-01, -2.08270132e-01
1994-09-01, -7.92151057e-01,  9.51167248e-01
1994-10-01, -7.36233065e-01, -4.45765782e-01
1994-11-01,  5.76885343e-01,  5.64309946e-01
1994-12-01, -4.46886293e-01, -4.75433612e-01
1995-01-01,  4.27910990e-02, -5.30977406e-01
1995-02-01,  2.16317963e-01, -4.48235488e-01
1995-03-01, -1.19253139e-01,  1.37460461e-02
1995-04-01,  1.38925859e-01,  8.34736913e-01
1995-05-01,  3.39212661e-02, -2.44183552e-01
1995-06-01, -5.97582988e-01,  2.64624872e-03
1995-07-01, -1.15207601e+00,  1.25539838e+00
1995-08-01,  9.28859253e-04, -2.30411045e-01
1995-09-01, -2.24822144e-01, -3.35014538e-01
1995-10-01,  9.99801983e-02,  5.86467962e-01
1995-11-01,  1.21823524e-01, -3.96132153e-01
1995-12-01,  9.36793837e-02, -3.29550204e-01
1996-01-01,  6.05374309e-02, -3.80078570e-01
1996-02-01, -4.55967561e-02,  4.83758530e-01
1996-03-01,  2.41116961e-02,  4.72533008e-01
1996-04-01,  8.24276190e-01,  5.98656381e-02
1996-05-01, -2.87950625e-02,  1.25815894e-01
1996-06-01, -2.42134543e-01,  2.16144680e-01
1996-07-01,  5.66164032e-01,  1.18801340e-01
1996-08-01,  5.74764579e-01,  9.55269516e-01
1996-09-01,  1.38121476e+00,  1.20648039e+00
1996-10-01, -1.68689477e-01,  3.03217015e-01
1996-11-01, -1.90763497e-01,  1.35942117e+00
1996-12-01,  4.63097735e-01, -7.54156207e-02
1997-01-01, -5.40686517e-02,  4.85140752e-01
1997-02-01, -4.33179534e-01, -2.00038549e-01
1997-03-01, -2.16428288e-01, -3.05829677e-01
1997-04-01, -7.44909345e-01,  7.35674786e-01
1997-05-01, -2.16856609e-01, -6.50079405e-01
1997-06-01,  1.26506142e-01, -2.36321085e-01
1997-07-01, -9.12576615e-01, -2.77848719e-01
1997-08-01, -4.87777743e-01,  4.76357663e-02
1997-09-01,  1.72507333e-01, -1.36199938e+00
1997-10-01, -3.22558608e-01, -1.67380286e-01
1997-11-01,  6.07139505e-01, -2.59682063e-02
1997-12-01,  1.64432369e-01, -2.50897886e-01
1998-01-01, -6.53197445e-01, -4.63965383e-01
1998-02-01,  4.09576501e-01, -9.75851500e-01
1998-03-01, -8.37598667e-02, -1.74868706e-01
1998-04-01, -3.58628349e-01, -5.96751081e-01
1998-05-01,  4.72012778e-01, -6.17465343e-01
1998-06-01,  9.51325857e-01, -3.99022576e-01
1998-07-01, -1.02973925e-01,  2.80037995e-01
