# n_modes: 24
# season: DJF
# base_period_start_date: 19790101
# base_period_end_date: 20011201
# composites_input_file: jra.55.hgt.500.1958010100_2018123118.rolling_mean.window_length_10.anom.dayofyear.19790101_20011230.nc
# anomalies_input_file: jra.55.hgt.500.1958010100_2018123118.rolling_mean.window_length_10.anom.month.19790101_20011230.nc
# base_period_start: 19790101
# base_period_end: 20011230
# calendar: proleptic_gregorian
date,nhtele_index_1,nhtele_index_2,nhtele_index_3,nhtele_index_4
1972-07-01, -3.36232805e-01,  2.20042950e-01, -1.50342730e+00,  2.51718591e+00
1972-08-01, -9.94187499e-01,  4.19972361e-02,  2.29513676e-01,  8.56520848e-01
1972-09-01,  5.57897210e-01, -8.81383744e-01, -9.58668908e-01,  2.23407410e+00
1972-10-01, -8.92958998e-01, -7.75014702e-01,  6.50255108e-01,  1.76023391e+00
1972-11-01, -6.48369783e-02,  5.64121694e-01,  2.95244598e-01, -1.33942563e+00
1972-12-01, -7.59030833e-01,  1.74445380e+00, -2.32794141e+00,  1.18637516e+00
1973-01-01, -5.11601182e-01, -9.11107103e-02, -5.14150574e-01,  1.71187232e+00
1973-02-01, -1.08831582e+00,  2.24989717e-02,  1.52357476e+00, -1.11606814e+00
1973-03-01, -3.16269256e-01, -6.60513115e-01,  7.42784857e-01,  8.82126587e-01
1973-04-01,  9.58305067e-02, -5.69021649e-01,  1.28588186e+00, -9.15271165e-01
1973-05-01,  4.92368445e-01,  2.83725194e-03,  5.56709899e-01, -1.55657693e+00
1973-06-01, -5.33081255e-01,  1.58670086e-01,  1.44039804e-01,  4.40974716e-01
1973-07-01, -8.55783184e-01,  2.12796043e-01, -2.64201820e-01,  1.27400737e+00
1973-08-01,  1.06528409e+00, -4.99982566e-01, -5.67335735e-01, -1.62609987e-01
1973-09-01,  5.43416589e-03, -1.90459735e-01, -2.37372700e-01,  6.34623551e-01
1973-10-01,  9.00278250e-01, -1.38150756e+00,  9.50104720e-01, -6.57567013e-02
1973-11-01,  8.01119495e-01, -3.82111921e-01,  1.60874055e-01, -5.78973613e-01
1973-12-01,  1.69928039e-01, -1.10709651e+00,  2.42488234e+00, -1.39305160e+00
1974-01-01, -3.64177351e-01,  1.40078443e+00, -2.21646728e+00,  8.98393677e-01
1974-02-01,  3.70583303e-01,  4.09985789e-01, -7.03371997e-01, -2.83646233e-01
1974-03-01, -2.36951549e-01,  1.31069979e-01, -1.85372233e+00,  2.69756132e+00
1974-04-01, -3.70786043e-01, -4.07396592e-01, -1.36292920e+00,  3.58709274e+00
1974-05-01,  2.97057654e-01,  5.48287208e-01, -1.09521116e+00,  6.30349436e-02
1974-06-01,  6.41887774e-01,  2.26199256e-01, -2.35019829e+00,  4.32892272e-01
1974-07-01,  8.08133649e-01, -5.12318335e-01,  3.00028211e-01, -8.26130360e-01
1974-08-01,  2.77974373e+00,  1.84278979e-01, -4.11328163e+00, -3.00256049e-02
1974-09-01, -1.02768421e+00,  2.12287500e+00, -1.43177952e+00, -4.03958970e-01
1974-10-01,  4.68282527e-01, -1.11247310e+00,  4.48712108e-01,  7.23045966e-01
1974-11-01, -2.87920677e-02, -6.18700733e-02,  1.78878313e-01, -7.11474062e-02
1974-12-01, -8.14982009e-01,  5.43823475e-01,  1.04859121e+00, -8.53821772e-01
1975-01-01, -1.19581462e+00,  1.18922096e+00, -1.93985219e-01, -2.51150537e-01
1975-02-01,  1.49877698e-01,  1.41677916e-01, -8.84505706e-01,  1.13569296e+00
1975-03-01,  1.72867934e-01, -3.65557876e-01, -6.22795576e-01,  1.26940839e+00
1975-04-01,  7.43222608e-01, -4.22277956e-01, -1.14102917e-01, -3.11663987e-01
1975-05-01, -2.79866481e-01, -4.37603232e-01,  5.36566171e-01,  4.67926321e-01
1975-06-01,  1.23492015e+00, -7.90975539e-01,  1.91121508e-01, -8.24779299e-01
1975-07-01, -5.36908881e-01,  7.66993412e-01, -6.91026634e-01,  6.37997163e-01
1975-08-01,  5.68188023e-01, -1.73962735e+00, -2.07126741e-01,  1.44139755e+00
1975-09-01, -1.49825785e+00,  1.32166182e+00,  1.68681636e-01, -6.11089483e-01
1975-10-01,  6.19082577e-01, -9.94088666e-01, -1.12186828e+00,  2.20680710e+00
1975-11-01, -9.50741202e-01, -3.25865899e-01,  4.50466296e-01,  1.27428137e+00
1975-12-01, -9.35787424e-01, -2.16038224e-01,  1.61692888e+00, -4.39080228e-02
1976-01-01, -3.29611280e-01, -8.04732895e-03,  1.04693087e+00, -9.50807747e-01
1976-02-01, -9.13064247e-01,  5.83487778e-01, -5.96884373e-01,  1.38315832e+00
1976-03-01, -9.55463524e-01,  1.19421837e+00, -1.50571391e+00,  1.30458144e+00
1976-04-01, -1.55738791e+00, -1.62610561e-01,  2.30755217e+00, -2.96263395e-01
1976-05-01, -1.51503834e-01,  1.03642523e-01,  1.02304845e+00, -1.19601635e+00
1976-06-01, -2.25775622e-01,  6.53078681e-01, -6.88227901e-01, -6.90274317e-02
1976-07-01, -3.02235806e-01, -1.69236413e+00,  1.39705413e+00,  8.60861305e-01
1976-08-01, -1.12275238e+00, -1.84856775e+00,  2.17552564e+00,  1.54576938e+00
1976-09-01,  1.15211188e+00, -2.32171960e+00,  1.65610031e+00,  2.78797685e-01
1976-10-01,  4.53520465e-01,  5.44157581e-02, -1.62137278e+00,  1.28314767e+00
1976-11-01,  3.26026815e-01, -2.38244147e-01, -4.83657448e-01,  6.47027367e-01
1976-12-01,  3.98097555e-01,  5.72562823e-01, -1.53618542e+00,  2.59643955e-01
1977-01-01,  2.29382681e+00, -1.17845717e+00, -3.03534812e-01, -8.00818374e-01
1977-02-01,  1.61372744e+00, -2.98450230e-01, -3.19544226e-01, -1.51066781e+00
1977-03-01,  8.17983967e-01, -2.41221272e-01, -8.58604734e-01,  1.97966991e-01
1977-04-01, -5.40930430e-01,  7.07524421e-01,  4.96386981e-01, -1.25931794e+00
1977-05-01, -9.58001164e-02, -3.20782736e-01,  3.95957410e-01,  1.47155764e-01
1977-06-01,  8.90204719e-01, -1.95710393e+00,  2.11651968e+00, -1.10451968e-01
1977-07-01,  3.55650548e-01, -2.60786556e-01,  5.74620200e-02, -1.83705723e-01
1977-08-01,  1.71223676e+00, -3.95848524e-01, -3.17874747e+00,  1.05757961e+00
1977-09-01, -8.53973433e-01, -2.89588950e-03,  5.39465181e-01,  3.78196560e-01
1977-10-01, -3.22064482e-01, -3.90726904e-01,  4.88600700e-01,  4.98904586e-01
1977-11-01, -8.35656701e-02,  1.14789180e-01,  1.07886729e+00, -1.51533560e+00
1977-12-01,  2.92723862e-01, -2.30208793e-01, -1.27595046e+00,  1.48929637e+00
1978-01-01, -4.11569180e-01, -1.33231679e-01,  1.12197662e+00, -6.54255178e-01
1978-02-01,  2.49224067e+00, -1.82055812e+00,  6.42520367e-01, -1.21390289e+00
1978-03-01, -2.62931075e-02,  9.09025545e-01, -1.18297672e+00, -2.12053360e-01
1978-04-01,  1.04365749e+00, -5.50325064e-01, -1.21074122e+00,  1.04774018e+00
1978-05-01,  4.23158747e-01,  6.36532749e-02, -1.41481228e+00,  9.72281834e-01
1978-06-01, -1.41575188e+00,  1.30470007e+00, -5.29216685e-01,  6.25550991e-01
1978-07-01,  1.63523252e+00, -1.01155346e+00, -2.69292809e-01, -3.19891079e-01
1978-08-01,  1.77547456e-01, -9.06264248e-01, -9.38190382e-01,  1.49763369e+00
1978-09-01,  5.74225638e-01, -8.39628615e-01,  9.09594996e-01, -5.72439818e-01
1978-10-01, -9.92337379e-01, -5.87928098e-01,  1.16191379e+00,  9.10661599e-01
1978-11-01, -2.97192251e+00,  2.39294022e+00, -8.52173770e-01,  6.15240878e-01
1978-12-01,  1.43305773e+00, -6.08324429e-01, -1.69210956e+00,  7.12236702e-01
1979-01-01,  1.65423707e+00, -1.22021754e+00, -1.51699911e-02, -1.27574212e-01
1979-02-01,  1.72018741e+00, -6.13015267e-01, -9.02235901e-01,  2.08082369e-01
1979-03-01,  1.93381846e-01,  1.77882987e-01,  1.09086148e-01, -8.60008135e-01
1979-04-01,  1.45744321e+00, -1.09929929e+00, -8.24337402e-01,  8.32738707e-01
1979-05-01,  2.37556498e-01,  4.30475295e-01,  1.18119956e+00, -2.57705565e+00
1979-06-01, -1.25260520e+00,  1.02642573e+00, -1.94820168e-01,  5.32918716e-01
