# mode: 0
# n_modes: 10
# loading_pattern_sst_input_file: fcst_surf125.118_brtmp.1958010100_2018123100.daily.2.5x2.5.anom.seasonal.19790101_20011230.nc
# loading_pattern_mslp_input_file: anl_surf125.002_prmsl.1958010100_2018123100.daily.2.5x2.5.anom.seasonal.19790101_20011230.nc
# loading_pattern_uwnd_input_file: anl_surf125.033_ugrd.1958010100_2018123100.daily.2.5x2.5.anom.seasonal.19790101_20011230.nc
# loading_pattern_vwnd_input_file: anl_surf125.034_vgrd.1958010100_2018123100.daily.2.5x2.5.anom.seasonal.19790101_20011230.nc
# loading_pattern_olr_input_file: jra.55.ulwrf.ntat.1958010100_2018123121.daily.2.5x2.5.anom.seasonal.19790101_20011230.nc
# seasonal_sst_anomalies_input_file: fcst_surf125.118_brtmp.1958010100_2018123100.daily.2.5x2.5.anom.seasonal.19790101_20011230.nc
# seasonal_mslp_anomalies_input_file: anl_surf125.002_prmsl.1958010100_2018123100.daily.2.5x2.5.anom.seasonal.19790101_20011230.nc
# seasonal_uwnd_anomalies_input_file: anl_surf125.033_ugrd.1958010100_2018123100.daily.2.5x2.5.anom.seasonal.19790101_20011230.nc
# seasonal_vwnd_anomalies_input_file: anl_surf125.034_vgrd.1958010100_2018123100.daily.2.5x2.5.anom.seasonal.19790101_20011230.nc
# seasonal_olr_anomalies_input_file: jra.55.ulwrf.ntat.1958010100_2018123121.daily.2.5x2.5.anom.seasonal.19790101_20011230.nc
# base_period_start: 19790101
# base_period_end: 20011230
# calendar: proleptic_gregorian
date,mei
1979-02-01,  1.55501057e-01
1979-03-01, -2.16106470e-01
1979-04-01, -6.99256337e-02
1979-05-01,  1.07745737e-01
1979-06-01, -1.20045689e-01
1979-07-01, -1.25594340e-01
1979-08-01,  4.69331789e-01
1979-09-01,  4.42121041e-01
1979-10-01,  2.32505446e-01
1979-11-01,  5.14920784e-01
1979-12-01,  5.83332031e-01
1980-01-01,  2.07984103e-01
1980-02-01,  1.40269941e-01
1980-03-01,  2.11212032e-01
1980-04-01,  1.88795322e-01
1980-05-01,  2.64688136e-01
1980-06-01,  4.26129949e-01
1980-07-01,  5.86410644e-01
1980-08-01,  1.56187634e-01
1980-09-01,  1.27454101e-01
1980-10-01,  1.84828806e-02
1980-11-01, -1.03952405e-01
1980-12-01, -1.77813793e-01
1981-01-01, -4.57705315e-01
1981-02-01, -3.72476969e-01
1981-03-01, -7.07692449e-02
1981-04-01, -4.68227831e-02
1981-05-01, -4.36605282e-01
1981-06-01, -5.08784024e-01
1981-07-01, -4.60440472e-01
1981-08-01, -3.27249211e-01
1981-09-01, -3.38188255e-02
1981-10-01, -1.65834566e-01
1981-11-01, -2.57860134e-01
1981-12-01, -2.92491608e-01
1982-01-01, -5.20445795e-01
1982-02-01, -5.58019412e-01
1982-03-01, -4.89594837e-01
1982-04-01, -6.20450854e-01
1982-05-01, -2.19778023e-01
1982-06-01,  6.59208173e-01
1982-07-01,  1.51115147e+00
1982-08-01,  1.91433167e+00
1982-09-01,  1.73112074e+00
1982-10-01,  1.88944167e+00
1982-11-01,  2.22928510e+00
1982-12-01,  2.37673380e+00
1983-01-01,  2.39664562e+00
1983-02-01,  2.51362172e+00
1983-03-01,  2.56008214e+00
1983-04-01,  2.49462396e+00
1983-05-01,  2.36040845e+00
1983-06-01,  1.63122868e+00
1983-07-01,  6.47815037e-01
1983-08-01, -1.34287715e-01
1983-09-01, -6.47686953e-01
1983-10-01, -6.04835513e-01
1983-11-01, -5.26898275e-01
1983-12-01, -5.50709924e-01
1984-01-01, -6.14720323e-01
1984-02-01, -5.32386142e-01
1984-03-01, -1.83439951e-01
1984-04-01, -9.51607002e-02
1984-05-01, -5.36459709e-01
1984-06-01, -7.69898443e-01
1984-07-01, -5.37489183e-01
1984-08-01, -1.93458741e-01
1984-09-01, -9.72530923e-02
1984-10-01, -2.96255361e-01
1984-11-01, -7.33160019e-01
1984-12-01, -4.99754008e-01
1985-01-01, -4.15002797e-01
1985-02-01, -6.64727395e-01
1985-03-01, -8.32672879e-01
1985-04-01, -1.01127172e+00
1985-05-01, -1.28659749e+00
1985-06-01, -7.06479572e-01
1985-07-01, -1.94927258e-01
1985-08-01, -4.61119475e-01
1985-09-01, -5.57801496e-01
1985-10-01, -1.45103262e-01
1985-11-01, -4.29393847e-02
1985-12-01, -4.05656645e-01
1986-01-01, -4.41054989e-01
1986-02-01, -3.78855817e-01
1986-03-01, -4.78047587e-01
1986-04-01, -7.14759879e-01
1986-05-01, -4.72972200e-01
1986-06-01, -3.13197752e-02
1986-07-01,  4.47047243e-01
1986-08-01,  9.67132243e-01
1986-09-01,  1.29915016e+00
1986-10-01,  5.70320510e-01
1986-11-01,  6.40112713e-01
1986-12-01,  9.16842011e-01
1987-01-01,  7.95742749e-01
1987-02-01,  8.57768593e-01
1987-03-01,  1.14633225e+00
1987-04-01,  1.17097098e+00
1987-05-01,  1.37691597e+00
1987-06-01,  1.61514265e+00
1987-07-01,  1.74488721e+00
1987-08-01,  1.46817274e+00
1987-09-01,  1.14154943e+00
