# mode: 0
# n_modes: 20
# low_latitude_boundary:  -2.00000000e+01
# index_normalization:   1.93331775e+03
# eofs_start_date: 19790101
# eofs_end_date: 20011201
# loading_pattern_input_file: jra.55.hgt.500.1958010100_2018123118.anom.month.19790101_20011230.nc
# anomalies_input_file: jra.55.hgt.500.1958010100_2018123118.anom.month.19790101_20011230.nc
# base_period_start: 19790101
# base_period_end: 20011230
# calendar: proleptic_gregorian
date,sam_index
1986-04-01, -2.20897766e-02
1986-05-01, -2.04680625e+00
1986-06-01, -9.40211008e-02
1986-07-01,  3.17008290e-01
1986-08-01,  6.81717043e-02
1986-09-01,  8.42728848e-01
1986-10-01,  2.88017038e-01
1986-11-01, -3.83735421e-01
1986-12-01,  6.54876542e-01
1987-01-01, -5.71017734e-01
1987-02-01, -5.87509597e-01
1987-03-01, -2.41959285e-01
1987-04-01,  1.67628261e-01
1987-05-01,  3.78042163e-01
1987-06-01, -6.68495453e-01
1987-07-01, -1.32643150e+00
1987-08-01,  1.48576768e+00
1987-09-01, -8.44375697e-01
1987-10-01,  6.11693416e-02
1987-11-01,  1.06377339e+00
1987-12-01,  3.19655236e-02
1988-01-01, -8.01813239e-01
1988-02-01,  7.41799270e-01
1988-03-01, -4.33335935e-01
1988-04-01, -3.02435920e-01
1988-05-01, -6.21018052e-01
1988-06-01, -8.93069746e-01
1988-07-01,  3.46514158e-01
1988-08-01, -8.62746991e-01
1988-09-01, -9.07480553e-01
1988-10-01, -2.25041059e+00
1988-11-01,  6.74058028e-01
1988-12-01,  6.80936583e-01
1989-01-01,  6.36255959e-01
1989-02-01,  7.22410943e-01
1989-03-01,  3.88611158e-01
1989-04-01, -6.22418675e-01
1989-05-01,  2.66986614e+00
1989-06-01,  2.16608837e+00
1989-07-01,  1.38435383e+00
1989-08-01, -9.61886229e-02
1989-09-01, -1.17125790e-01
1989-10-01,  9.78927972e-02
1989-11-01,  7.82754559e-01
1989-12-01, -8.89752144e-01
1990-01-01, -6.95149277e-01
1990-02-01,  1.10268060e+00
1990-03-01,  3.54569055e-01
1990-04-01, -2.01585465e+00
1990-05-01, -1.38334692e+00
1990-06-01,  6.11439800e-01
1990-07-01, -1.23505806e+00
1990-08-01,  4.64539433e-01
1990-09-01,  1.34372312e+00
1990-10-01, -1.17727886e-03
1990-11-01, -4.02219999e-01
1990-12-01, -5.16672889e-01
1991-01-01,  9.89648394e-01
1991-02-01, -7.47936792e-01
1991-03-01,  4.97467928e-01
1991-04-01, -6.90657066e-01
1991-05-01, -6.72405943e-01
1991-06-01, -1.10863180e+00
1991-07-01, -1.38551253e+00
1991-08-01, -2.81766165e-01
1991-09-01, -3.66739885e-01
1991-10-01, -9.23061674e-01
1991-11-01, -5.27347297e-01
1991-12-01, -2.28552941e+00
1992-01-01,  2.57567486e-01
1992-02-01, -1.55143862e+00
1992-03-01, -1.20284723e+00
1992-04-01, -2.07823591e-01
1992-05-01, -1.82447113e+00
1992-06-01, -1.83010777e+00
1992-07-01, -2.18496889e-01
1992-08-01, -2.49479875e-01
1992-09-01,  1.07078532e+00
1992-10-01,  7.75087846e-02
1992-11-01,  8.14844596e-01
1992-12-01,  2.86241031e-01
1993-01-01, -1.93855274e+00
1993-02-01,  4.41608967e-01
1993-03-01, -5.77752496e-01
1993-04-01, -4.36618948e-02
1993-05-01,  1.10945501e+00
1993-06-01,  9.31783868e-01
1993-07-01,  1.70556347e+00
1993-08-01,  4.78050815e-01
1993-09-01,  4.74226784e-01
1993-10-01,  2.43982957e-01
1993-11-01,  4.45634886e-01
1993-12-01,  5.51252596e-01
1994-01-01,  7.32424597e-01
1994-02-01,  1.07344605e+00
1994-03-01,  2.06849483e-01
1994-04-01, -5.27127108e-01
1994-05-01, -4.91745919e-01
1994-06-01, -1.77267479e+00
1994-07-01, -1.00004739e+00
1994-08-01,  1.72285827e+00
1994-09-01, -1.15491952e+00
1994-10-01, -1.03288606e+00
1994-11-01, -7.15916602e-01
1994-12-01,  3.18361503e-01
1995-01-01,  1.18574904e+00
1995-02-01,  4.17065506e-01
1995-03-01, -5.40826247e-01
1995-04-01,  7.97202868e-01
1995-05-01,  1.32194261e+00
1995-06-01, -9.52936317e-01
1995-07-01, -3.47155392e+00
1995-08-01, -1.22443621e+00
1995-09-01,  9.54624337e-01
1995-10-01, -4.32921224e-02
1995-11-01,  7.77266320e-03
1995-12-01,  1.33437169e+00
1996-01-01,  2.64087991e-01
1996-02-01, -5.06219583e-01
1996-03-01,  3.31585953e-01
1996-04-01, -1.17807928e-01
1996-05-01,  9.92554545e-01
1996-06-01, -3.77520152e-01
1996-07-01, -1.12356292e-01
1996-08-01, -1.95535345e+00
1996-09-01, -9.99662665e-01
1996-10-01,  6.65564441e-01
1996-11-01, -1.50673197e+00
1996-12-01, -2.61755483e-01
1997-01-01,  5.23367281e-01
1997-02-01, -7.11079432e-02
1997-03-01,  4.15810315e-01
1997-04-01, -2.27180600e-01
1997-05-01,  1.12949825e+00
1997-06-01, -7.47237080e-01
1997-07-01,  5.10547694e-01
1997-08-01,  5.55381770e-01
1997-09-01, -1.74037625e-01
1997-10-01, -9.38892821e-01
1997-11-01, -2.01206332e+00
1997-12-01, -1.00405534e+00
1998-01-01,  3.79343884e-01
1998-02-01, -8.41605353e-02
1998-03-01,  6.93638127e-01
1998-04-01,  1.84125086e+00
1998-05-01, -6.63338274e-01
1998-06-01,  7.95940047e-01
1998-07-01,  1.63175728e+00
1998-08-01,  5.53027113e-01
1998-09-01, -2.08064349e-02
1998-10-01,  5.34972657e-01
1998-11-01,  8.84148731e-01
1998-12-01,  1.08906534e+00
1999-01-01,  1.13854356e+00
1999-02-01,  4.26660841e-01
1999-03-01,  1.40997768e-01
1999-04-01,  1.14744316e+00
1999-05-01,  1.69782625e+00
1999-06-01, -1.28221889e+00
1999-07-01,  2.03595982e-01
1999-08-01, -4.29874289e-01
1999-09-01, -5.86870065e-01
1999-10-01,  1.11118954e+00
1999-11-01,  1.14343776e+00
1999-12-01,  1.64429551e+00
2000-01-01,  1.30979460e+00
2000-02-01,  6.54463080e-01
2000-03-01,  5.26818752e-01
2000-04-01,  5.13764494e-01
2000-05-01,  1.00261097e+00
2000-06-01, -2.36400349e-02
2000-07-01,  2.70319156e-02
2000-08-01, -1.18287232e+00
2000-09-01, -1.90881051e+00
2000-10-01,  1.40969709e-01
2000-11-01, -1.51084696e+00
2000-12-01, -1.06690298e+00
2001-01-01, -9.33103325e-02
2001-02-01, -2.75703086e-01
2001-03-01, -2.49959914e-01
2001-04-01,  2.44566357e-01
2001-05-01, -3.74490819e-01
2001-06-01,  8.35627785e-02
2001-07-01, -1.32957518e+00
2001-08-01,  6.44459954e-01
2001-09-01,  9.11769824e-01
2001-10-01,  1.33061000e+00
2001-11-01,  1.13037197e+00
2001-12-01,  1.54774369e+00
2002-01-01,  7.85517144e-01
2002-02-01,  1.26712891e+00
2002-03-01, -2.26217778e+00
2002-04-01, -6.65560499e-02
2002-05-01, -3.18112831e+00
2002-06-01, -1.44251431e+00
2002-07-01, -6.49898092e-01
2002-08-01, -3.44325901e-01
2002-09-01, -9.45043686e-01
2002-10-01, -2.61127602e+00
2002-11-01, -9.36279950e-01
2002-12-01,  1.00285741e+00
2003-01-01, -9.27582759e-01
2003-02-01, -2.41323407e-01
2003-03-01, -1.08415727e-01
2003-04-01,  2.07977843e-01
2003-05-01,  5.15245494e-01
2003-06-01, -1.63047999e-01
2003-07-01,  6.14927965e-01
2003-08-01,  5.27404297e-01
2003-09-01, -2.69620979e-01
2003-10-01,  2.65809593e-01
2003-11-01, -6.02905178e-01
2003-12-01, -1.16402701e+00
2004-01-01,  1.02008392e+00
2004-02-01, -1.02777251e+00
2004-03-01,  1.92124972e-01
2004-04-01,  2.24880642e-01
2004-05-01,  6.33857829e-01
2004-06-01,  9.28259061e-01
2004-07-01,  1.59648148e+00
2004-08-01, -1.70702572e-01
2004-09-01,  8.62627166e-02
2004-10-01, -1.84728892e-01
2004-11-01, -1.88174158e-02
2004-12-01, -1.07815820e+00
2005-01-01, -2.26250153e-01
2005-02-01,  1.26612816e+00
2005-03-01,  5.18976629e-03
2005-04-01,  2.71182273e-01
2005-05-01, -5.72186083e-02
2005-06-01, -1.31880385e+00
2005-07-01, -2.85006524e-01
2005-08-01,  7.27248133e-02
2005-09-01,  1.72354954e-01
2005-10-01, -1.93010214e-01
2005-11-01, -4.12353226e-01
2005-12-01, -1.93693984e+00
2006-01-01,  4.15396940e-01
2006-02-01, -1.55807684e-01
2006-03-01,  3.63888415e-01
2006-04-01,  2.10409406e-01
2006-05-01,  1.96393842e+00
2006-06-01,  4.12397689e-01
2006-07-01,  6.24086789e-01
2006-08-01, -2.06400137e+00
2006-09-01, -5.31659453e-01
2006-10-01,  4.48778297e-01
2006-11-01, -6.13239219e-02
2006-12-01,  6.64349406e-01
2007-01-01, -1.65436795e-01
2007-02-01, -9.08795185e-03
2007-03-01, -7.93995439e-01
2007-04-01, -1.21795649e+00
2007-05-01, -7.97336606e-01
2007-06-01, -1.30877827e+00
2007-07-01, -2.72358199e+00
2007-08-01, -3.88456258e-01
2007-09-01,  5.69649186e-03
2007-10-01, -5.66074910e-01
2007-11-01, -1.06723291e+00
2007-12-01,  1.68298279e+00
2008-01-01,  1.18747575e+00
2008-02-01,  1.18999452e+00
2008-03-01,  3.52407069e-01
2008-04-01, -1.13856503e+00
2008-05-01, -5.58649551e-01
2008-06-01,  1.10422387e+00
2008-07-01,  2.69910691e-02
2008-08-01, -2.43521151e-01
2008-09-01,  1.24354571e+00
2008-10-01,  6.87617323e-01
2008-11-01,  9.19303804e-01
2008-12-01,  9.51523588e-01
2009-01-01,  8.19914815e-01
2009-02-01,  3.41302814e-01
2009-03-01,  2.72633212e-01
2009-04-01,  1.39257710e-01
2009-05-01, -8.05891233e-01
2009-06-01, -6.14135174e-01
2009-07-01, -1.73804689e+00
2009-08-01, -8.96831432e-01
2009-09-01, -8.21463183e-02
2009-10-01, -1.13195652e-01
2009-11-01, -2.02978869e+00
2009-12-01,  3.57703714e-01
2010-01-01, -5.89564424e-01
2010-02-01, -8.13274787e-01
2010-03-01, -2.60719330e-01
2010-04-01,  3.94629404e-01
2010-05-01,  1.15065971e+00
2010-06-01,  2.02434521e+00
2010-07-01,  2.06413757e+00
2010-08-01,  1.24625160e+00
2010-09-01,  7.95528736e-02
2010-10-01,  1.09304330e+00
2010-11-01,  1.67191483e+00
2010-12-01,  9.43059328e-02
2011-01-01,  1.91409972e-01
2011-02-01,  1.36416633e+00
2011-03-01, -1.96779517e-01
2011-04-01, -7.65336226e-01
2011-05-01,  1.29485181e+00
2011-06-01, -7.31295567e-03
2011-07-01, -1.62465619e+00
2011-08-01, -1.76400622e+00
2011-09-01, -1.38233883e+00
2011-10-01,  1.39924275e-01
2011-11-01, -7.87849704e-01
2011-12-01,  1.92822883e+00
2012-01-01,  1.16113906e+00
2012-02-01, -3.20582797e-01
2012-03-01,  3.27644694e-02
2012-04-01,  7.59698664e-01
2012-05-01,  7.10325348e-02
2012-06-01, -1.74580625e-01
2012-07-01,  1.26295788e+00
2012-08-01,  2.23961608e-01
2012-09-01,  2.40250270e-01
2012-10-01, -9.50010008e-01
2012-11-01, -1.54574442e+00
2012-12-01, -1.13921379e+00
2013-01-01, -1.45165845e-01
2013-02-01,  9.37165252e-01
2013-03-01,  1.34932521e+00
2013-04-01,  7.14747799e-01
2013-05-01,  2.97248567e-01
2013-06-01,  7.83168357e-02
2013-07-01,  9.11210643e-01
2013-08-01, -1.67740551e+00
2013-09-01, -2.01570056e+00
2013-10-01, -6.03318982e-01
2013-11-01,  1.89516606e-01
2013-12-01, -3.29847467e-01
2014-01-01, -7.60955152e-01
2014-02-01,  3.82858755e-01
2014-03-01,  2.98279045e-01
2014-04-01,  8.67013709e-01
2014-05-01, -4.47605073e-01
2014-06-01,  1.03409085e+00
2014-07-01,  2.08467958e-01
2014-08-01, -4.98681184e-01
2014-09-01, -1.21102815e+00
2014-10-01, -3.93496357e-01
2014-11-01, -5.45582729e-01
2014-12-01,  1.07234602e+00
2015-01-01,  5.18183071e-01
2015-02-01,  9.90689928e-01
2015-03-01,  5.75772148e-01
2015-04-01,  8.54339734e-01
2015-05-01,  1.10854844e-01
2015-06-01,  5.12005702e-01
2015-07-01,  1.35825448e+00
2015-08-01,  6.95558663e-01
2015-09-01, -2.39207055e-02
2015-10-01, -6.65654176e-01
2015-11-01,  5.08026208e-01
2015-12-01, -4.38791129e-01
2016-01-01,  1.00341680e+00
2016-02-01,  1.03939837e+00
2016-03-01,  1.65468775e+00
2016-04-01, -3.65635664e-01
2016-05-01, -5.95309897e-01
2016-06-01,  2.22951542e+00
2016-07-01, -2.86709303e-01
2016-08-01, -1.46743083e+00
2016-09-01,  1.87201349e+00
2016-10-01, -7.33641029e-01
2016-11-01, -1.66890026e+00
2016-12-01, -1.18724296e+00
2017-01-01, -1.16896564e+00
2017-02-01, -4.24615263e-02
2017-03-01, -2.72922642e-01
2017-04-01,  3.63937260e-01
2017-05-01,  5.33982708e-01
2017-06-01,  6.41837670e-01
2017-07-01,  6.96069607e-01
2017-08-01,  6.54176158e-01
2017-09-01,  1.09931364e+00
2017-10-01, -1.03343120e+00
2017-11-01,  6.19278759e-01
2017-12-01,  8.44725669e-01
2018-01-01,  1.18633056e+00
2018-02-01,  9.80372450e-01
2018-03-01,  1.58495019e-01
2018-04-01, -1.27774495e+00
2018-05-01, -3.79554328e-01
2018-06-01, -3.24841293e-02
2018-07-01, -7.05168418e-02
2018-08-01, -3.22400935e-01
2018-09-01,  1.02830513e+00
2018-10-01, -1.17034640e-01
2018-11-01,  8.92079644e-01
2018-12-01,  6.23873655e-01
