date,ao_index,iod_index,mei,nhtele_index_1,nhtele_index_2,nhtele_index_3,nhtele_index_4,pna_index,psa_index_1,psa_index_2,sam_index
2002-04-01,2.16382754,0.694965433,-0.539977183,-1.55944268,1.76129121,-2.34313203,2.80331943,-2.50030792,0.265524028,-0.0664609634,-0.0665560499
2002-05-01,0.571314371,-0.297180976,-0.347607713,-0.540835349,2.43174153,-2.47048125,0.460137892,-0.812685791,-0.499784314,0.214706728,-3.18112831
2002-06-01,0.211399126,0.878915283,0.0274378954,-0.231529416,1.01778958,-1.29132791,-0.123939472,0.257063764,-0.943502385,-0.170047227,-1.44251431
2002-07-01,0.353608036,0.953374255,0.168713451,-1.5579465,0.602296911,0.919391752,-0.175964409,0.0325267517,0.67150681,0.289364213,-0.649898092
2002-08-01,-0.49728912,0.477352375,0.753394588,0.563711627,-1.31238458,-1.12240187,1.68145653,0.17720779,0.0272821824,-0.312283974,-0.344325901
2002-09-01,-0.0017846799,1.53502639,0.671662579,0.645828627,-1.59834023,-0.337438135,2.51373721,-0.646564905,0.865162635,0.102340783,-0.945043686
2002-10-01,-1.75487969,1.67886444,0.555071298,2.55239064,-0.155977975,-2.46348075,-0.18785488,0.485210806,0.082271394,0.929771892,-2.61127602
2002-11-01,-1.68802914,1.12889245,0.584751501,0.971475661,0.366036295,-0.814569235,-0.897424071,1.65477838,-0.671435995,-0.114527436,-0.93627995
2002-12-01,-1.55179784,1.66972281,0.691380847,0.715341969,-1.37281737,-0.0820375672,1.25682566,1.79744391,-0.13392688,0.0751299697,1.00285741
2003-01-01,-1.40257194,0.959693552,0.5448324,1.17334856,-0.730638157,0.172827777,-0.638211905,1.83333435,0.0959299815,0.21816388,-0.927582759
2003-02-01,0.730239113,1.33222247,0.355565437,-0.309848892,0.253499251,-0.759412533,1.44066525,-0.888643829,0.158834704,0.705861168,-0.241323407
2003-03-01,0.808795392,1.02892694,0.238970825,0.027718908,-0.0418180058,-1.85066146,2.52495327,-0.431190458,0.48143138,-0.147594101,-0.108415727
2003-04-01,0.614137186,1.62257272,-0.431562919,-1.18683019,0.3703777,-0.682540739,2.48204742,-0.861722159,0.329715993,-0.831825133,0.207977843
2003-05-01,0.860361782,1.0416805,-0.821540328,-0.358160945,1.85726747,-0.0693200608,-2.0887387,-0.590953909,0.106678569,-0.408865553,0.515245494
2003-06-01,0.167084333,2.16479117,-0.379363543,0.749266158,0.653415932,-2.88690276,0.0499514506,-0.26171262,0.0962385744,0.651033792,-0.163047999
2003-07-01,0.273672727,1.55524425,-0.116751033,0.450811003,-0.210849849,-1.19958077,1.56669121,-0.325373942,0.281051101,0.0582486896,0.614927965
2003-08-01,-0.741412769,1.42962873,-0.0620797604,0.414967158,-1.48723972,0.373847422,0.884934925,0.339163024,0.0592236597,0.629217585,0.527404297
2003-09-01,-0.202524482,1.27613213,0.0641284542,0.668343106,-1.15219325,0.478082679,0.492956007,0.199844769,-0.396835451,0.886948063,-0.269620979
2003-10-01,-1.66652071,0.867693169,0.134419544,1.73339288,-2.44612362,1.96398652,-0.604900643,0.901358322,-0.143348927,0.466203794,0.265809593
2003-11-01,1.45013409,0.735578687,0.137254782,-0.3179642,1.0418855,-1.70009465,0.718084475,-2.33995475,-0.724079238,-0.0826474405,-0.602905178
2003-12-01,-0.435709259,0.6170969,-0.0378822197,-0.269432818,-0.714637262,1.58603968,-0.272204987,0.949084026,0.181611651,0.132137748,-1.16402701
2004-01-01,-1.32318172,1.39574819,-0.0516896493,0.986489107,-0.611998111,-0.067918647,-0.240353082,-0.142778158,-0.175261263,0.322553979,1.02008392
2004-02-01,-1.70975855,1.01831475,-0.208990882,1.03336582,-0.954393339,0.257700692,0.0112366681,1.49905359,0.655848822,0.287926832,-1.02777251
2004-03-01,0.738103919,0.642880036,-0.665809976,-0.0764729066,-0.00345352184,-0.692520152,1.08032024,-1.41108563,-0.506288866,0.392519611,0.192124972
2004-04-01,-0.652422268,1.03976554,-0.556251195,-0.399669176,0.235278523,-0.260719653,0.665320388,0.356380563,0.0816114853,-0.0730322448,0.224880642
2004-05-01,0.200542833,-0.78021057,-0.631948923,0.0413973371,0.727932271,-0.9830117,0.0995397479,-1.45728046,0.624785871,-0.468635556,0.633857829
2004-06-01,-0.221930944,-0.80259133,-0.633611739,1.16297838,-0.104020244,-1.10285683,-0.745441919,-0.446265317,0.192517293,0.207893999,0.928259061
2004-07-01,0.0890013708,-0.763719487,0.168029959,-0.282852984,0.475328977,0.0968064148,-0.459494809,-0.00326204016,-1.19646744,-0.181150036,1.59648148
2004-08-01,-0.919411968,0.0964083104,0.574762663,1.64611382,-1.54913246,-1.26131484,0.911737186,0.317539621,-0.563618803,0.200904795,-0.170702572
2004-09-01,0.763583759,0.387978398,0.432515535,-1.02128956,0.419736271,0.644639438,-0.315314254,-0.798509232,-0.782100984,-0.055968849,0.0862627166
2004-10-01,-0.388963628,0.464131847,0.129664481,1.316071,-0.976646258,0.13944901,-0.294658728,-0.719755484,0.048026177,0.0696069361,-0.184728892
2004-11-01,0.304505681,-0.0676807934,0.29540879,-0.621993489,-0.638012388,1.24586317,0.366711139,-0.15885407,0.0763864571,0.2713545,-0.0188174158
2004-12-01,1.27850507,0.465461674,0.297294494,-1.09731079,0.930052543,0.192083038,0.0345407073,-0.919920697,0.261290358,0.869665944,-1.0781582
2005-01-01,0.0368152641,0.403227278,-0.0867919636,-0.899824015,0.830481451,0.235453211,-0.559482928,-0.756139842,-0.0585044569,-0.653698226,-0.226250153
2005-02-01,-1.76965174,0.0935722972,0.293425124,0.13658687,-1.5092012,1.41485336,0.729097493,-0.020870091,0.242881129,-0.361451178,1.26612816
2005-03-01,-1.80709971,0.980095561,0.386400111,2.81328255,-2.59807069,-0.315457247,0.75237443,0.696276456,0.0835584519,0.340431114,0.00518976629
2005-04-01,-0.46230831,1.13215431,-0.197581995,-0.0951774567,-0.491641462,0.931704586,-0.212038939,0.551335388,-0.703792654,-0.414677752,0.271182273
2005-05-01,-1.44508945,1.34788013,-0.0887171396,1.52776741,-0.941070377,0.409239903,-1.71959975,1.15471919,-0.500526819,0.834696541,-0.0572186083
2005-06-01,-0.302247063,0.933026308,0.0718623844,0.917012349,-0.620601089,-0.745387366,0.0512576081,-0.267130787,-0.625624437,0.296062071,-1.31880385
2005-07-01,-0.0456506432,-0.00433887371,-0.0474356169,-0.879733134,-0.127993737,0.691929482,0.34766913,-0.46881071,0.281800517,-0.306783603,-0.285006524
2005-08-01,-0.011782323,0.397782439,-0.0392235704,-0.00500869813,-0.20001796,0.19323152,0.0803215838,-0.12396576,-0.35799402,0.310379575,0.0727248133
2005-09-01,0.869765019,0.0856483451,-0.195976466,-1.21096607,0.893927401,0.194333732,-0.265511291,-0.968493553,0.872184558,-0.18365173,0.172354954
2005-10-01,0.0883011541,0.0350438153,-0.862747186,-0.188423218,-0.214430702,0.11681137,0.498434046,0.152819579,0.574530091,0.0772261873,-0.193010214
2005-11-01,-0.397892662,-0.0723391531,-0.864713331,-0.615932722,0.493428058,-0.271605851,0.285648805,-0.676712232,0.0168956006,-0.624364497,-0.412353226
2005-12-01,-2.21145881,-0.477744091,-0.882320825,0.477007734,-0.881091812,0.755172269,-0.205729107,1.93397363,0.818074902,-0.29535428,-1.93693984
2006-01-01,0.343585539,-0.373506201,-0.842223097,-0.789160897,-0.277633616,0.345029734,1.3376764,-0.32869752,0.057153872,0.00980303541,0.41539694
2006-02-01,-0.740464555,-0.121022596,-0.653981659,0.637655485,-0.80739423,0.196858169,0.486645711,-0.917920287,0.27937008,-0.0956326177,-0.155807684
2006-03-01,-1.4258889,-0.198079959,-0.827012128,2.62618002,-1.9373937,-0.0312391814,-0.624281041,-0.857655008,-0.385935284,0.511975744,0.363888415
2006-04-01,0.260630712,0.238874545,-0.944837271,0.459761615,-0.0278281854,0.203283872,-1.10602761,-0.454026843,0.367648843,0.841147543,0.210409406
2006-05-01,-0.0724865171,0.689514215,-0.617320656,1.06084185,-0.690986366,-0.0647333014,-0.71422231,-0.240551626,-0.450149895,0.483744959,1.96393842
2006-06-01,0.57872943,0.748985832,-0.443160741,-1.30144631,0.408737457,2.15630541,-0.218113742,-0.0200620694,-0.0680938624,-0.212144693,0.412397689
2006-07-01,0.289382209,0.568631156,0.0392276994,-1.98649337,0.254253819,1.13800369,0.643377351,-0.0163548751,-0.607446862,-0.439004791,0.624086789
2006-08-01,-0.282670812,1.09182617,0.480998162,1.39785885,-0.927515422,-2.14203007,1.15056928,-0.444494269,1.2308298,-0.0624527932,-2.06400137
2006-09-01,0.0404467405,0.772470822,0.435252208,0.733608618,-0.170128232,-0.50835962,0.0443896708,-0.000462883111,-0.0495508609,-0.400574296,-0.531659453
2006-10-01,-0.846632059,1.56742981,0.42381123,2.47098015,-1.07535243,-1.66013939,0.512967789,-0.22416553,0.0631621566,0.265473845,0.448778297
2006-11-01,0.576207353,1.77364735,0.670861513,-0.0805212777,0.56258477,-0.0529072443,-0.866258478,-1.02815305,-0.242448136,-0.236910878,-0.0613239219
2006-12-01,0.731116612,1.11604764,0.445749333,-0.886984262,0.607365311,0.291654751,0.101177245,1.38254551,-0.739991183,0.764345091,0.664349406
2007-01-01,0.712888662,0.967998176,0.378865954,-0.655318548,0.612338814,0.631068622,-1.09632171,-0.229058393,0.442039252,-0.709463308,-0.165436795
2007-02-01,-1.07125114,0.788913739,0.157208099,1.68210738,-0.490883637,-0.703293684,-0.397633657,-0.324705323,-0.761449846,-0.733741151,-0.00908795185
2007-03-01,1.15659708,0.322960486,-0.465178856,-0.602084637,0.773289578,-0.621997711,0.327642252,-1.09346777,0.55503812,-0.505851321,-0.793995439
2007-04-01,-0.717383816,0.783052451,-0.602188724,-0.124852582,-1.05311981,1.03038014,0.85808098,1.37313346,-0.203669418,0.0806299655,-1.21795649
2007-05-01,0.805427413,1.07164838,-0.643127594,-0.83667614,2.04444767,-0.935340419,-0.458474194,-0.230007119,0.79342555,-0.0314791712,-0.797336606
2007-06-01,-0.794383151,1.80714969,-1.00215749,1.70993571,-1.39785654,-1.80082601,0.727427197,-0.182504672,-0.39773058,0.491088408,-1.30877827
2007-07-01,-0.836568923,1.02632216,-0.932614803,1.82294189,0.486347306,-0.689406567,-2.2137673,0.656277216,0.580621002,-0.0319464649,-2.72358199
2007-08-01,-0.565056459,1.56443198,-1.05349031,1.08288345,-0.473740601,-1.06951182,0.199706843,-0.256687202,0.317185419,0.13627175,-0.388456258
2007-09-01,0.355606538,1.0672109,-1.34694709,-1.01136057,0.346317247,1.01270897,-0.712018917,-0.776965682,0.789501904,-0.0515557163,0.00569649186
2007-10-01,0.157859972,0.588274497,-1.37933827,-0.448135646,-1.17193675,0.865678795,1.56700411,-0.0154417461,-0.239775402,0.415000067,-0.56607491
2007-11-01,-0.87009877,0.367299859,-1.32685033,-0.785376249,-0.540624263,1.59965026,-0.0189502751,0.466474097,-0.315367694,-0.393972998,-1.06723291
2007-12-01,0.785969368,-0.424256827,-1.35384503,-0.6996177,0.581174191,-0.516959848,0.830261766,-0.778025562,-0.0354356664,-0.651814431,1.68298279
2008-01-01,1.33664654,0.529715224,-1.18599285,-0.904332117,0.719528887,0.178039355,-0.245851441,-1.38741537,-0.222842724,-0.786352166,1.18747575
2008-02-01,0.666682088,-1.10156233,-1.28157044,-0.831271184,0.253603943,0.191232372,0.477753215,-0.271132409,-0.176983912,-0.0442445936,1.18999452
2008-03-01,0.415472907,-1.45817809,-1.48252149,0.123113799,0.452077699,-0.0412722001,-1.12129749,-1.09092737,0.686085271,-0.264166782,0.352407069
2008-04-01,0.377663248,-1.18883549,-1.15646577,0.912704017,0.520201648,-1.7864839,-0.0596012659,-1.81655958,0.0660621761,0.00511372677,-1.13856503
2008-05-01,-1.28807758,-0.765524648,-1.03645649,2.28148167,-1.71803572,-1.37522699,0.420521371,0.687377808,-0.0200612883,0.855778412,-0.558649551
2008-06-01,0.0455951619,0.357711254,-1.02204292,0.730812413,-0.478338405,-0.415878966,-0.102916575,-0.58245731,0.220689887,-0.472946706,1.10422387
2008-07-01,-0.173105741,0.577085283,-0.992771642,0.998409169,-0.57884221,-0.112596006,-0.336750607,-0.199199826,0.426006294,0.625803643,0.0269910691
2008-08-01,-0.820356785,0.9050347,-1.12942781,2.57757636,-1.78705282,0.341816127,-1.04634545,0.70979158,-1.00596343,0.136512037,-0.243521151
2008-09-01,-0.0178805144,1.4401568,-1.20868403,-0.322531307,0.110518191,-1.3147605,2.12017022,-0.284090789,0.970448095,0.555693124,1.24354571
2008-10-01,0.743979383,1.6217107,-1.3639261,-1.13249466,0.516065128,1.73175441,-1.47793068,0.0265773593,-0.00053252738,-0.174818013,0.687617323
2008-11-01,-0.883986553,0.96858757,-1.14011974,0.0592561092,-0.8421076,1.49964619,-0.469851599,0.797910145,-0.0534411658,0.0575252621,0.919303804
2008-12-01,1.18976303,0.417489387,-1.10849378,-0.567942445,0.501835684,-0.324066367,0.528138884,-2.96042691,-0.0299715981,-0.231304696,0.951523588
2009-01-01,0.388152436,0.55305449,-1.13573031,0.518534719,-0.0932279044,-0.58857911,0.192875238,-0.97798253,-0.409340274,0.158973038,0.819914815
2009-02-01,-0.0838331545,1.32804608,-0.926384483,0.826955444,-0.522309314,-0.0867072955,0.0163178507,-1.93161923,0.110899782,-0.527266436,0.341302814
2009-03-01,0.908392767,1.51710691,-1.04293737,-0.0247960341,0.0290796581,-0.354489241,0.458876356,-2.31055379,0.481157279,0.472019222,0.272633212
2009-04-01,1.14014771,0.641385866,-1.00305032,-0.240146505,0.297110438,-0.743455028,0.91676991,-0.58191638,0.609117006,-0.275029369,0.13925771
2009-05-01,1.30113557,1.27212352,-0.882975861,-1.01054265,2.55430832,-2.59332229,1.21790116,-1.11928513,0.236315417,1.279363,-0.805891233
2009-06-01,-0.928802059,1.90305282,-0.303271867,0.981504348,-0.419789952,-0.984457972,-0.138226559,0.460819578,0.156445641,0.103340467,-0.614135174
2009-07-01,-1.24580091,0.6945449,0.191534251,4.08606823,-1.18507369,-1.85499824,-1.00817672,0.558283096,0.346758783,-0.368987687,-1.73804689
2009-08-01,-0.000896356477,1.41675837,0.370774644,0.844082127,1.55166112,-3.77811648,0.281597442,0.103346649,0.703928103,0.8445007,-0.896831432
2009-09-01,0.154771628,1.03014464,0.24578565,-1.04650737,-0.0555643993,0.620418069,0.627621618,0.718479386,0.451178359,0.324742568,-0.0821463183
2009-10-01,-1.46970837,1.71003252,0.386520071,1.61680314,-1.26113099,0.339260199,-0.474275711,0.598396846,-1.05326362,0.618349208,-0.113195652
2009-11-01,0.561146866,1.35943139,0.926658411,-0.656937988,0.740122226,0.189000703,-0.704648124,-0.171281483,-1.50094406,0.103029441,-2.02978869
2009-12-01,-3.18564043,2.09763654,0.796210239,2.14755207,-1.60533181,-0.491589309,-0.244149978,1.3431203,-0.580476368,-0.133290127,0.357703714
2010-01-01,-2.24457416,2.142964,0.730201022,1.86304905,-1.87307668,0.293030402,0.40243981,1.96536309,0.302678693,0.735484675,-0.589564424
2010-02-01,-3.91278957,2.32590743,0.943533488,3.22999977,-2.0696478,0.350816834,-1.31657186,2.196488,0.255269304,-0.597888486,-0.813274787
2010-03-01,-1.27007839,2.79375826,0.873940344,1.81537708,-1.37194659,0.69918147,-1.36547459,0.817048002,-0.131668297,-0.0677903385,-0.26071933
2010-04-01,-0.864833422,2.85174267,0.142682316,0.771990823,-1.23174096,1.43635278,-1.01466076,0.520745248,-0.119107727,-0.247939385,0.394629404
2010-05-01,-1.22103045,1.84485528,-0.324793458,1.60647511,-1.59668505,-0.897023239,0.790875664,-0.0687557784,0.259681223,0.44403837,1.15065971
2010-06-01,-0.108135351,1.70034066,-1.2802841,0.633521665,-1.11926717,0.722709106,0.0893012964,-0.201147587,-0.205324145,0.154720495,2.02434521
2010-07-01,0.589685055,1.28181426,-2.23712561,-0.834090623,0.856204608,-0.347152677,0.383286158,-0.501663175,-0.384261754,-0.6996745,2.06413757
2010-08-01,-0.636272531,1.08771364,-2.37279528,2.05585886,-2.12144937,-0.293023558,0.352077886,-0.473786036,0.399606222,0.171569944,1.2462516
